numTriplets	MutationFrequency1	MutationFrequency0	Overlap	MutationFrequencyDifference	Type	AverageOverlapPMN	MutationFrequencyDifferenceRatio	typeTriplets	Coverage	SetScore	PermutationProbability	Concordance	CooccurrenceRatio	MutationFrequencies	Somatic	CombinedScore	GeneSet	Probability	Gene0	Gene1	RoundedLogPCov
44	5	6	3	1	Cooccurring	237.0	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	23.44770608293522	0.0	False	0.375	[6, 5]	2	62.527216221160586	('C12orf35', 'ZNF292')	3.2216155375246676e-06	C12orf35	ZNF292	6.4
44	6	10	3	4	Cooccurring	225.0	0.3076923076923077	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	23.644668924930013	0.03	False	0.23076923076923078	[10, 6]	2	102.46023200803005	('CACNA1S', 'ZFHX3')	3.8053581776371059e-05	CACNA1S	ZFHX3	5.5
44	8	6	3	2	Cooccurring	272.3333333333333	0.18181818181818182	set(['CooccurringCooccurringCooccurring'])	11	24.662450434225146	0.01	False	0.2727272727272727	[6, 8]	2	90.42898492549222	('FLNC', 'ODZ1')	1.7871040338087056e-05	FLNC	ODZ1	5.8
44	127	5	0	122	MutuallyExclusive		0.9242424242424242	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	132		0.01	False	0.0	[5, 127]	2		('PCNT', 'EGFR(A)')	0.37727868154039457	PCNT	EGFR(A)	2.5
43	5	7	3	2	Cooccurring	210.66666666666666	0.2222222222222222	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	22.794913212155436	0.0	False	0.3333333333333333	[7, 5]	2	68.3847396364663	('BCAR3', 'DOCK4')	5.6259813791746611e-06	BCAR3	DOCK4	6.2
43	7	6	3	1	Cooccurring	272.6666666666667	0.1	set(['CooccurringCooccurringCooccurring'])	10	25.57637303954394	0.0	False	0.3	[6, 7]	2	85.2545767984798	('ATP2B3', 'COL22A1')	1.1204738724164403e-05	ATP2B3	COL22A1	6.0
43	5	6	3	1	Cooccurring	272.3333333333333	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	25.968168414208147	0.01	False	0.375	[6, 5]	2	69.24844910455506	('SHROOM2', 'SMARCA4')	3.2216155375246676e-06	SHROOM2	SMARCA4	6.4
43	5	7	3	2	Cooccurring	233.0	0.2222222222222222	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	24.738339096240537	0.0	False	0.3333333333333333	[7, 5]	2	74.21501728872161	('MYLK', 'KIF1B')	5.6259813791746611e-06	MYLK	KIF1B	6.2
43	6	5	3	1	Cooccurring	255.33333333333334	0.125	set(['CooccurringCooccurringCooccurring'])	8	22.595451460767258	0.0	False	0.375	[5, 6]	2	60.254537228712685	('COL6A1', 'C12orf35')	3.2216155375246676e-06	COL6A1	C12orf35	6.4
43	5	127	0	122	MutuallyExclusive		0.9242424242424242	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	132		0.01	False	0.0	[127, 5]	2		('EGFR(A)', 'PCDH17')	0.37727868154037614	EGFR(A)	PCDH17	2.5
43	11	6	4	5	Cooccurring	209.0	0.38461538461538464	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	23.226277403021975	0.01	False	0.3076923076923077	[6, 11]	2	75.48540155982141	('FLNC', 'SLIT3')	4.4126384701774883e-07	FLNC	SLIT3	7.5
43	5	5	2	0	Cooccurring	328.5	0.0	set(['CooccurringCooccurringCooccurring'])	8	26.14912797896559	0.04	False	0.25	[5, 5]	2	104.59651191586237	('OTOA', 'MSH6')	0.00038418002555840514	OTOA	MSH6	4.3
43	8	53	0	45	MutuallyExclusive		0.7377049180327869	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	61		0.04	False	0.0	[53, 8]	2		('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'ADCY1')	0.54026519667613637	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	2.1
43	6	6	3	0	Cooccurring	272.3333333333333	0.0	set(['CooccurringCooccurringCooccurring'])	9	26.158675214614608	0.0	False	0.3333333333333333	[6, 6]	2	78.47602564384383	('SHROOM2', 'DOCK8')	6.422946714174054e-06	SHROOM2	DOCK8	6.1
43	6	6	3	0	Cooccurring	251.33333333333334	0.0	set(['CooccurringCooccurringCooccurring'])	9	24.840943275800033	0.01	False	0.3333333333333333	[6, 6]	2	74.5228298274001	('SHROOM2', 'SRRM2')	6.422946714174054e-06	SHROOM2	SRRM2	6.1
42	7	5	3	2	Cooccurring	272.6666666666667	0.2222222222222222	set(['CooccurringCooccurringCooccurring'])	9	24.15951994427636	0.0	False	0.3333333333333333	[5, 7]	2	72.47855983282909	('ZAN', 'COL22A1')	5.6259813791746611e-06	ZAN	COL22A1	6.2
42	11	7	3	4	Cooccurring	272.6666666666667	0.26666666666666666	set(['CooccurringCooccurringCooccurring'])	15	25.46030781112471	0.04	False	0.2	[7, 11]	2	127.30153905562355	('SMARCA1', 'SLIT3')	9.0510698222299069e-05	SMARCA1	SLIT3	5.2
42	11	6	3	5	Cooccurring	197.33333333333334	0.35714285714285715	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	14	22.435032442567103	0.04	False	0.21428571428571427	[6, 11]	2	104.69681806531315	('F8', 'SLIT3')	5.2158200999850483e-05	F8	SLIT3	5.4
42	5	5	3	0	Cooccurring	237.0	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	7	24.63548032041597	0.0	False	0.42857142857142855	[5, 5]	2	57.48278741430393	('RERE', 'FHOD3')	1.6141960859580385e-06	RERE	FHOD3	6.6
42	5	9	3	4	Cooccurring	231.33333333333334	0.36363636363636365	set(['CooccurringCooccurringCooccurring'])	11	24.809586199330464	0.01	False	0.2727272727272727	[9, 5]	2	90.96848273087838	('FLNA', 'MSH6')	1.3445591165402459e-05	FLNA	MSH6	5.9
42	7	7	3	0	Cooccurring	245.0	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	11	20.459891097305377	0.02	False	0.2727272727272727	[7, 7]	2	75.01960069011972	('UBASH3A', 'MLL4')	1.952592867705256e-05	UBASH3A	MLL4	5.8
42	6	6	3	0	Cooccurring	272.6666666666667	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	25.945751220145127	0.01	False	0.3333333333333333	[6, 6]	2	77.83725366043538	('CACNA1H', 'ATP2B3')	6.422946714174054e-06	CACNA1H	ATP2B3	6.1
42	5	7	3	2	Cooccurring	272.6666666666667	0.2222222222222222	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	23.787894923139966	0.0	False	0.3333333333333333	[7, 5]	2	71.3636847694199	('MYT1', 'C2orf55')	5.6259813791746611e-06	MYT1	C2orf55	6.2
42	8	6	3	2	Cooccurring	272.6666666666667	0.18181818181818182	set(['CooccurringCooccurringCooccurring'])	11	27.282407804370962	0.01	False	0.2727272727272727	[6, 8]	2	100.03549528269353	('DOCK8', 'PLEC')	1.7871040338087056e-05	DOCK8	PLEC	5.8
42	7	6	3	1	Cooccurring	232.0	0.1	set(['CooccurringCooccurringCooccurring'])	10	24.676510235053698	0.0	False	0.3	[6, 7]	2	82.25503411684566	('DOCK8', 'MED12')	1.1204738724164403e-05	DOCK8	MED12	6.0
41	5	6	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	24.340098536564884	0.01	False	0.375	[6, 5]	2	64.9069294308397	('PTPRS', 'C2orf55')	3.2216155375246676e-06	PTPRS	C2orf55	6.4
41	6	5	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	24.753597633189393	0.0	False	0.375	[5, 6]	2	66.00959368850505	('C7', 'IGHMBP2')	3.2216155375246676e-06	C7	IGHMBP2	6.4
41	5	5	3	0	Cooccurring	272.6666666666667	0.0	set(['CooccurringCooccurringCooccurring'])	7	24.532715105323035	0.01	False	0.42857142857142855	[5, 5]	2	57.24300191242042	('PCDHB3', 'C7')	1.6141960859580385e-06	PCDHB3	C7	6.6
41	8	9	5	1	Cooccurring	167.0	0.08333333333333333	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	12	22.644216579255417	0.0	False	0.4166666666666667	[9, 8]	2	54.346119790212995	('EVPL', 'ADCY1')	4.4060045431306245e-09	EVPL	ADCY1	9.4
41	5	6	3	1	Cooccurring	254.0	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	24.152297517856653	0.0	False	0.375	[6, 5]	2	64.40612671428441	('C12orf35', 'KIF1B')	3.2216155375246676e-06	C12orf35	KIF1B	6.4
41	9	76	1	67	MutuallyExclusive		0.7976190476190477	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	84		0.03	False	0.011904761904761904	[76, 9]	2		('PTEN', 'MICALCL')	0.75547134203343536	PTEN	MICALCL	2.0
41	8	8	3	0	Cooccurring	255.33333333333334	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	24.00467982425772	0.01	False	0.23076923076923078	[8, 8]	2	104.02027923845012	('NLRP7', 'ADCY1')	4.9514736688783354e-05	NLRP7	ADCY1	5.4
41	11	6	3	5	Cooccurring	272.6666666666667	0.35714285714285715	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	14	25.974354049590744	0.0	False	0.21428571428571427	[6, 11]	2	121.21365223142348	('DOCK1', 'SLIT3')	5.2158200999850483e-05	DOCK1	SLIT3	5.4
41	127	8	0	119	MutuallyExclusive		0.8814814814814815	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	135		0.0	False	0.0	[8, 127]	2		('ADCY1', 'EGFR(A)')	0.20945277267056381	ADCY1	EGFR(A)	2.8
41	5	6	4	1	Cooccurring	186.0	0.14285714285714285	set(['CooccurringCooccurringCooccurring'])	7	21.111604475439538	0.0	False	0.5714285714285714	[6, 5]	2	36.945307832019196	('SBF1', 'PCDHB3')	6.7766343946240094e-09	SBF1	PCDHB3	9.0
41	19	53	0	34	MutuallyExclusive		0.4722222222222222	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	72		0.0	False	0.0	[53, 19]	2		('CDK4(A)', 'RB1')	0.22897716762094067	CDK4(A)	RB1	2.5
41	41	6	0	35	MutuallyExclusive		0.7446808510638298	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	47		0.04	False	0.0	[6, 41]	2		('F8', 'MDM4(A)')	0.70218900658992944	F8	MDM4(A)	1.8
41	6	5	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringCooccurringCooccurring'])	8	26.836397611601793	0.0	False	0.375	[5, 6]	2	71.56372696427145	('PCNT', 'CROCC')	3.2216155375246676e-06	PCNT	CROCC	6.4
41	6	6	3	0	Cooccurring	272.6666666666667	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	25.08361713898148	0.0	False	0.3333333333333333	[6, 6]	2	75.25085141694444	('ATP2B3', 'IGHMBP2')	6.422946714174054e-06	ATP2B3	IGHMBP2	6.1
41	6	5	4	1	Cooccurring	217.75	0.14285714285714285	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	7	24.097906018160188	0.0	False	0.5714285714285714	[5, 6]	2	42.17133553178033	('FHOD3', 'IGHMBP2')	6.7766343946240094e-09	FHOD3	IGHMBP2	9.0
41	6	10	3	4	Cooccurring	272.6666666666667	0.3076923076923077	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	26.735649142404	0.01	False	0.23076923076923078	[10, 6]	2	115.854479617084	('EP400', 'PTPRS')	3.8053581776371059e-05	EP400	PTPRS	5.5
41	7	5	3	2	Cooccurring	272.6666666666667	0.2222222222222222	set(['CooccurringCooccurringCooccurring'])	9	24.812068753668335	0.0	False	0.3333333333333333	[5, 7]	2	74.43620626100501	('PCDHB3', 'SMARCA1')	5.6259813791746611e-06	PCDHB3	SMARCA1	6.2
41	12	6	3	6	Cooccurring	272.6666666666667	0.4	set(['CooccurringCooccurringCooccurring'])	15	25.18063017271193	0.01	False	0.2	[6, 12]	2	125.90315086355965	('C12orf35', 'DNAH11')	6.9324133529369598e-05	C12orf35	DNAH11	5.3
41	22	6	4	16	Cooccurring	197.75	0.6666666666666666	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	24	24.711904178884513	0.01	False	0.16666666666666666	[6, 22]	2	148.27142507330709	('PTCH1', 'NF1')	9.5401846569551762e-06	PTCH1	NF1	6.4
40	8	11	4	3	Cooccurring	230.5	0.2	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	15	24.99380828090017	0.02	False	0.26666666666666666	[11, 8]	2	93.72678105337563	('SLIT3', 'ADCY1')	2.0270342185304087e-06	SLIT3	ADCY1	6.9
40	6	5	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	24.296579218464615	0.01	False	0.375	[5, 6]	2	64.79087791590564	('ZAN', 'DOCK1')	3.2216155375246676e-06	ZAN	DOCK1	6.4
40	5	6	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringCooccurringCooccurring'])	8	27.189105384961092	0.02	False	0.375	[6, 5]	2	72.50428102656291	('DOCK8', 'DNAH10')	3.2216155375246676e-06	DOCK8	DNAH10	6.4
40	11	6	3	5	Cooccurring	272.3333333333333	0.35714285714285715	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	14	25.817962512671908	0.03	False	0.21428571428571427	[6, 11]	2	120.48382505913558	('SHROOM2', 'SLIT3')	5.2158200999850483e-05	SHROOM2	SLIT3	5.4
40	5	5	2	0	Cooccurring	328.5	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	25.666217324458977	0.03	False	0.25	[5, 5]	2	102.6648692978359	('ARHGEF19', 'CASZ1')	0.00038418002555840514	ARHGEF19	CASZ1	4.3
40	5	7	3	2	Cooccurring	231.33333333333334	0.2222222222222222	set(['CooccurringCooccurringCooccurring'])	9	24.391389327793586	0.0	False	0.3333333333333333	[7, 5]	2	73.17416798338077	('TIAM2', 'MSH6')	5.6259813791746611e-06	TIAM2	MSH6	6.2
40	23	76	4	53	MutuallyExclusive		0.5578947368421052	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	95		0.04	False	0.042105263157894736	[76, 23]	2		('PTEN', 'MDM2(A)')	0.91500545033150127	PTEN	MDM2(A)	2.0
40	5	5	2	0	Cooccurring	356.5	0.0	set(['CooccurringCooccurringCooccurring'])	8	26.421408155820906	0.04	False	0.25	[5, 5]	2	105.68563262328362	('PCDHB3', 'SMARCA4')	0.00038418002555840514	PCDHB3	SMARCA4	4.3
40	7	6	3	1	Cooccurring	272.6666666666667	0.1	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	10	25.668128399426795	0.01	False	0.3	[6, 7]	2	85.56042799808932	('DOCK1', 'MYT1')	1.1204738724164403e-05	DOCK1	MYT1	6.0
40	7	8	3	1	Cooccurring	272.6666666666667	0.08333333333333333	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	12	25.215760412629173	0.01	False	0.25	[8, 7]	2	100.86304165051669	('ADCY1', 'MYT1')	3.1110147049657721e-05	ADCY1	MYT1	5.6
40	176	8	3	168	MutuallyExclusive		0.9281767955801105	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	181		0.04	False	0.016574585635359115	[8, 176]	2		('NLRP7', 'CDKN2A(D)')	0.89448140095104489	NLRP7	CDKN2A(D)	2.3
40	5	14	3	9	Cooccurring	254.0	0.5625	set(['CooccurringCooccurringCooccurring'])	16	26.650291456371537	0.01	False	0.1875	[14, 5]	2	142.13488776731486	('RELN', 'KIF1B')	5.7651703846065396e-05	RELN	KIF1B	5.4
40	8	9	4	1	Cooccurring	195.5	0.07692307692307693	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	23.83477770074863	0.0	False	0.3076923076923077	[9, 8]	2	77.46302752743304	('AHNAK', 'ADCY1')	7.8097096822076013e-07	AHNAK	ADCY1	7.2
39	5	6	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	23.503179331653282	0.0	False	0.375	[6, 5]	2	62.67514488440875	('C12orf35', 'C7')	3.2216155375246676e-06	C12orf35	C7	6.4
39	6	5	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringCooccurringCooccurring'])	8	27.129161147685352	0.0	False	0.375	[5, 6]	2	72.34442972716094	('DNAH10', 'CROCC')	3.2216155375246676e-06	DNAH10	CROCC	6.4
39	6	11	3	5	Cooccurring	272.6666666666667	0.35714285714285715	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	14	26.017873367691017	0.04	False	0.21428571428571427	[11, 6]	2	121.41674238255808	('SLIT3', 'PTPRS')	5.2158200999850286e-05	SLIT3	PTPRS	5.4
39	6	8	3	2	Cooccurring	272.6666666666667	0.18181818181818182	set(['CooccurringCooccurringCooccurring'])	11	26.829179535150313	0.02	False	0.2727272727272727	[8, 6]	2	98.37365829555115	('CELSR3', 'CROCC')	1.7871040338087056e-05	CELSR3	CROCC	5.8
39	7	6	3	1	Cooccurring	251.33333333333334	0.1	set(['CooccurringCooccurringCooccurring'])	10	24.679700837724774	0.02	False	0.3	[6, 7]	2	82.26566945908259	('MAST2', 'SCN5A')	1.1204738724164403e-05	MAST2	SCN5A	6.0
39	5	5	3	0	Cooccurring	231.33333333333334	0.0	set(['CooccurringCooccurringCooccurring'])	7	21.987606233625996	0.0	False	0.42857142857142855	[5, 5]	2	51.30441454512733	('ZNF599', 'DEAF1')	1.6141960859580385e-06	ZNF599	DEAF1	6.6
39	6	5	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringCooccurringCooccurring'])	8	23.44588151584754	0.0	False	0.375	[5, 6]	2	62.52235070892677	('PCDHB3', 'C12orf35')	3.2216155375246676e-06	PCDHB3	C12orf35	6.4
39	7	6	3	1	Cooccurring	272.6666666666667	0.1	set(['CooccurringCooccurringCooccurring'])	10	26.178007477345194	0.03	False	0.3	[6, 7]	2	87.26002492448399	('DOCK8', 'COL22A1')	1.1204738724164403e-05	DOCK8	COL22A1	6.0
39	8	6	3	2	Cooccurring	244.66666666666666	0.18181818181818182	set(['CooccurringCooccurringCooccurring'])	11	23.561768781182213	0.02	False	0.2727272727272727	[6, 8]	2	86.39315219766812	('CACNA1H', 'CHD5')	1.7871040338087056e-05	CACNA1H	CHD5	5.8
39	8	5	3	3	Cooccurring	236.66666666666666	0.3	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	10	23.650192126212133	0.01	False	0.3	[5, 8]	2	78.83397375404044	('ARHGEF19', 'ADCY1')	8.9826381861761663e-06	ARHGEF19	ADCY1	6.0
39	7	9	3	2	Cooccurring	231.33333333333334	0.15384615384615385	set(['CooccurringCooccurringCooccurring'])	13	24.615508934348146	0.04	False	0.23076923076923078	[9, 7]	2	106.6672053821753	('FLNA', 'TIAM2')	4.6468876331281714e-05	FLNA	TIAM2	5.4
39	5	5	3	0	Cooccurring	237.0	0.0	set(['CooccurringCooccurringCooccurring'])	7	24.862826896449008	0.0	False	0.42857142857142855	[5, 5]	2	58.01326275838102	('FHOD3', 'DOCK4')	1.6141960859580385e-06	FHOD3	DOCK4	6.6
39	6	6	3	0	Cooccurring	254.0	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	25.722410766022648	0.02	False	0.3333333333333333	[6, 6]	2	77.16723229806794	('ATP10B', 'ESPL1')	6.422946714174054e-06	ATP10B	ESPL1	6.1
39	41	7	0	34	MutuallyExclusive		0.7083333333333334	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	48		0.02	False	0.0	[7, 41]	2		('UBASH3A', 'MDM4(A)')	0.66181067661773096	UBASH3A	MDM4(A)	1.9
38	176	6	1	170	MutuallyExclusive		0.9392265193370166	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	181		0.0	False	0.0055248618784530384	[6, 176]	2		('ATP2B3', 'CDKN2A(D)')	0.54598090884904771	ATP2B3	CDKN2A(D)	2.5
38	7	41	0	34	MutuallyExclusive		0.7083333333333334	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	48		0.03	False	0.0	[41, 7]	2		('MDM4(A)', 'MLL4')	0.66181067661774984	MDM4(A)	MLL4	1.9
38	5	6	3	1	Cooccurring	272.3333333333333	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	24.61743157965346	0.0	False	0.375	[6, 5]	2	65.64648421240922	('C12orf35', 'SPTBN4')	3.2216155375246676e-06	C12orf35	SPTBN4	6.4
38	7	5	3	2	Cooccurring	272.6666666666667	0.2222222222222222	set(['CooccurringCooccurringCooccurring'])	9	25.189055717946115	0.01	False	0.3333333333333333	[5, 7]	2	75.56716715383835	('PCDHB3', 'COL22A1')	5.6259813791746611e-06	PCDHB3	COL22A1	6.2
38	176	9	2	167	MutuallyExclusive		0.912568306010929	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	183		0.0	False	0.01092896174863388	[9, 176]	2		('EVPL', 'CDKN2A(D)')	0.61537867169990634	EVPL	CDKN2A(D)	2.5
38	6	10	3	4	Cooccurring	272.3333333333333	0.3076923076923077	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	26.546961991903054	0.04	False	0.23076923076923078	[10, 6]	2	115.03683529824656	('CACNA1S', 'FLNC')	3.8053581776371059e-05	CACNA1S	FLNC	5.5
38	6	5	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	25.326114992134368	0.01	False	0.375	[5, 6]	2	67.53630664569165	('PCDHB3', 'DOCK1')	3.2216155375246676e-06	PCDHB3	DOCK1	6.4
38	8	10	3	2	Cooccurring	272.3333333333333	0.13333333333333333	set(['CooccurringCooccurringCooccurring'])	15	27.045036944129727	0.02	False	0.2	[10, 8]	2	135.22518472064863	('SYNE2', 'ADCY1')	0.00010498984324102217	SYNE2	ADCY1	5.2
38	5	6	3	1	Cooccurring	272.6666666666667	0.125	set(['CooccurringCooccurringCooccurring'])	8	27.28317023459202	0.04	False	0.375	[6, 5]	2	72.75512062557873	('CACNA1H', 'DNAH10')	3.2216155375246676e-06	CACNA1H	DNAH10	6.4
38	7	5	3	2	Cooccurring	272.6666666666667	0.2222222222222222	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	9	24.874728512615462	0.0	False	0.3333333333333333	[5, 7]	2	74.62418553784639	('C7', 'MYT1')	5.6259813791746611e-06	C7	MYT1	6.2
38	5	6	3	1	Cooccurring	251.33333333333334	0.125	set(['CooccurringCooccurringCooccurring'])	8	24.892726902715644	0.01	False	0.375	[6, 5]	2	66.38060507390838	('MAST2', 'SPTBN4')	3.2216155375246676e-06	MAST2	SPTBN4	6.4
38	12	6	3	6	Cooccurring	272.6666666666667	0.4	set(['CooccurringCooccurringCooccurring'])	15	27.104382967099028	0.03	False	0.2	[6, 12]	2	135.52191483549512	('PTPRS', 'DNAH11')	6.9324133529369598e-05	PTPRS	DNAH11	5.3
38	8	10	3	2	Cooccurring	272.6666666666667	0.13333333333333333	set(['CooccurringCooccurringCooccurring'])	15	27.266186845196337	0.02	False	0.2	[10, 8]	2	136.33093422598168	('EP400', 'CELSR3')	0.00010498984324102217	EP400	CELSR3	5.2
38	8	8	3	0	Cooccurring	272.6666666666667	0.0	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	13	26.29850172884643	0.0	False	0.23076923076923078	[8, 8]	2	113.96017415833451	('CELSR3', 'ADCY1')	4.9514736688783354e-05	CELSR3	ADCY1	5.4
38	6	5	3	1	Cooccurring	272.3333333333333	0.125	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	8	25.955218737334214	0.0	False	0.375	[5, 6]	2	69.21391663289124	('ULK2', 'FLNC')	3.2216155375246676e-06	ULK2	FLNC	6.4
38	127	6	1	121	MutuallyExclusive		0.9166666666666666	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	132		0.01	False	0.007575757575757576	[6, 127]	2		('ATP10B', 'EGFR(A)')	0.71281364341469922	ATP10B	EGFR(A)	2.3
38	7	5	3	2	Cooccurring	272.6666666666667	0.2222222222222222	set(['CooccurringCooccurringCooccurring'])	9	26.54216703285444	0.02	False	0.3333333333333333	[5, 7]	2	79.62650109856332	('DNAH10', 'MYT1')	5.6259813791746611e-06	DNAH10	MYT1	6.2
38	6	53	0	47	MutuallyExclusive		0.7966101694915254	set(['CooccurringMutuallyExclusiveMutuallyExclusive'])	59		0.02	False	0.0	[53, 6]	2		('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'SCN10A')	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	SCN10A	2.0
38	76	6	6	70	Cooccurring	146.33333333333334	0.9210526315789473	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'CooccurringCooccurringCooccurring'])	76	19.933534437227568	0.0	False	0.07894736842105263	[6, 76]	2	252.49143620488255	('ATP2B3', 'TP53')	1.163403897790668e-06	ATP2B3	TP53	7.8
38	127	11	3	116	MutuallyExclusive		0.8592592592592593	set(['CooccurringMutuallyExclusiveMutuallyExclusive', 'MutuallyExclusiveMutuallyExclusiveMutuallyExclusive'])	135		0.03	False	0.022222222222222223	[11, 127]	2		('SLIT3', 'EGFR(A)')	0.88824358479886156	SLIT3	EGFR(A)	2.2
37	5	5	3	0	Cooccurring	272.6666666666667	0.0	set(['CooccurringCooccurringCooccurring'])	7	27.265047431665053	0.0	False	0.42857142857142855	[5, 5]	2	63.61844400721846	('TRIO', 'PCNT')	1.6141960859580385e-06	TRIO	PCNT	6.6
