MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	Overlap	Coverage	RoundedLogPCov	MutationFrequencyDifference	Type	GeneSet	PermutationProbability
0.8765432098765432	False	0.57107521015310025	PTEN	ABCG4	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'ABCG4')	0.0
0.8765432098765432	False	0.57107521015310025	PTEN	TRPM3	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'TRPM3')	0.0
0.16666666666666666	False	0.82046044497713078	SYNE2	DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)	0.0	14	10	[10, 14]	2	0	24	1.5	4	MutuallyExclusive	('SYNE2', 'DIP2C,C10orf108,LARP4B,GTPBP4,IDI2,IDI2-AS1,IDI1,WDR37,LINC00200,ADARB2,ADARB2-AS1,LOC282980,LOC399708(D)')	0.04
0.8536585365853658	False	0.51028849310603552	PTEN	KDM2B	0.0	6	76	[76, 6]	2	0	82	2.2	70	MutuallyExclusive	('PTEN', 'KDM2B')	0.02
0.2571428571428571	False	0.66534316311950903	FRMPD4(D)	HYDIN	0.0	22	13	[13, 22]	2	0	35	1.7	9	MutuallyExclusive	('FRMPD4(D)', 'HYDIN')	0.02
0.6825396825396826	False	0.46266889743593154	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ANK1	0.0	10	53	[53, 10]	2	0	63	2.1	43	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'ANK1')	0.02
0.7073170731707317	False	0.74045251535054946	NWD1	RB1(D)	0.0	35	6	[6, 35]	2	0	41	1.7	29	MutuallyExclusive	('NWD1', 'RB1(D)')	0.04
0.2	False	0.6578038638207091	AKAP6,NPAS3(D),NPAS3(D)	IDH1	0.0	14	21	[21, 14]	2	0	35	1.7	7	MutuallyExclusive	('AKAP6,NPAS3(D),NPAS3(D)', 'IDH1')	0.04
0.7446808510638298	False	0.70218900658992944	PLXNA2	PTEN(D)	0.0	41	6	[6, 41]	2	0	47	1.8	35	MutuallyExclusive	('PLXNA2', 'PTEN(D)')	0.04
0.8275862068965517	False	0.68115181359238564	CDK4(A)	LRRK1	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('CDK4(A)', 'LRRK1')	0.04
0.8275862068965517	False	0.6811518135923802	SLITRK2	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('SLITRK2', 'CDK4(A)')	0.04
0.6428571428571429	False	0.514028014933823	DSP	PDGFRA(A)	0.0	46	10	[10, 46]	2	0	56	2.0	36	MutuallyExclusive	('DSP', 'PDGFRA(A)')	0.0
0.8765432098765432	False	0.57107521015310025	PTEN	ATP8B4	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'ATP8B4')	0.04
0.7096774193548387	False	0.49999226359060783	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DNAH3	0.0	9	53	[53, 9]	2	0	62	2.1	44	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'DNAH3')	0.0
0.5555555555555556	False	0.60515771053926959	FAM83H	RB1(D)	0.0	35	10	[10, 35]	2	0	45	1.9	25	MutuallyExclusive	('FAM83H', 'RB1(D)')	0.03
0.6060606060606061	False	0.36634838925117003	DNAH2	CDK4(A)	0.0	53	13	[13, 53]	2	0	66	2.3	40	MutuallyExclusive	('DNAH2', 'CDK4(A)')	0.01
0.9312977099236641	False	0.78471399238763029	EGFR(A)	CFTR	0.007633587786259542	5	127	[127, 5]	2	1	131	2.2	122	MutuallyExclusive	('EGFR(A)', 'CFTR')	0.03
0.8765432098765432	False	0.57107521015310025	PTEN	KIAA1244	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'KIAA1244')	0.01
0.8765432098765432	False	0.57107521015310025	PTEN	KIF1B	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'KIF1B')	0.03
0.35294117647058826	False	0.69754948184382393	TCHH	MDM2(A)	0.0	23	11	[11, 23]	2	0	34	1.7	12	MutuallyExclusive	('TCHH', 'MDM2(A)')	0.04
0.7966101694915254	False	0.63059012434847395	ITGAX	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	0.0	53	6	[6, 53]	2	0	59	2.0	47	MutuallyExclusive	('ITGAX', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)')	0.04
0.0392156862745098	False	0.75943616645534573	SPTA1	FAF1(D)	0.0196078431372549	27	25	[25, 27]	2	1	51	1.8	2	MutuallyExclusive	('SPTA1', 'FAF1(D)')	0.04
0.4594594594594595	False	0.68030221229216903	APOB	FAF1(D)	0.0	27	10	[10, 27]	2	0	37	1.7	17	MutuallyExclusive	('APOB', 'FAF1(D)')	0.04
0.4482758620689655	False	0.78795207249074428	AKAP6,NPAS3(D),NPAS3(D)	LRRIQ1	0.0	8	21	[21, 8]	2	0	29	1.6	13	MutuallyExclusive	('AKAP6,NPAS3(D),NPAS3(D)', 'LRRIQ1')	0.04
0.7446808510638298	False	0.70218900658992944	PTCH1	PTEN(D)	0.0	41	6	[6, 41]	2	0	47	1.8	35	MutuallyExclusive	('PTCH1', 'PTEN(D)')	0.04
0.9444444444444444	False	0.83957164671358098	CDKN2A(D)	CROCC	0.011111111111111112	6	176	[176, 6]	2	2	180	2.3	170	MutuallyExclusive	('CDKN2A(D)', 'CROCC')	0.01
0.7666666666666667	False	0.58371596363245581	AFF2	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('AFF2', 'CDK4(A)')	0.02
0.7377049180327869	False	0.54026519667609318	SEMG1	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	0.0	53	8	[8, 53]	2	0	61	2.1	45	MutuallyExclusive	('SEMG1', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)')	0.03
0.9022556390977443	False	0.6416595252728714	FBN2	EGFR(A)	0.007518796992481203	127	7	[7, 127]	2	1	133	2.3	120	MutuallyExclusive	('FBN2', 'EGFR(A)')	0.01
0.9022556390977443	False	0.64165952527292602	EGFR(A)	SAMSN1,LOC388813,NRIP1,USP25,LINC00478,MIR99A,MIRLET7C,MIR125B2,C21orf37,CXADR,BTG3,C21orf91-OT1,C21orf91,CHODL-AS1,CHODL,TMPRSS15(A)	0.007518796992481203	7	127	[127, 7]	2	1	133	2.3	120	MutuallyExclusive	('EGFR(A)', 'SAMSN1,LOC388813,NRIP1,USP25,LINC00478,MIR99A,MIRLET7C,MIR125B2,C21orf37,CXADR,BTG3,C21orf91-OT1,C21orf91,CHODL-AS1,CHODL,TMPRSS15(A)')	0.0
0.8275862068965517	False	0.6811518135923802	ZNF318	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('ZNF318', 'CDK4(A)')	0.02
0.8536585365853658	False	0.51028849310603552	PTEN	RB1CC1	0.0	6	76	[76, 6]	2	0	82	2.2	70	MutuallyExclusive	('PTEN', 'RB1CC1')	0.01
0.7666666666666667	False	0.58371596363253875	CDK4(A)	MYT1	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('CDK4(A)', 'MYT1')	0.0
0.5463917525773195	False	0.55394253561140849	MDM2(A)	TP53	0.020618556701030927	76	23	[23, 76]	2	2	97	2.2	53	MutuallyExclusive	('MDM2(A)', 'TP53')	0.0
0.8947368421052632	False	0.84697713162524235	BBS1	EGFR(A)	0.015037593984962405	127	8	[8, 127]	2	2	133	2.2	119	MutuallyExclusive	('BBS1', 'EGFR(A)')	0.03
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	PTCHD2	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'PTCHD2')	0.04
0.7966101694915254	False	0.63059012434847395	GABRE	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	0.0	53	6	[6, 53]	2	0	59	2.0	47	MutuallyExclusive	('GABRE', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)')	0.04
0.34615384615384615	False	0.42392789946591919	PIK3CA	RB1(D)	0.0	35	17	[17, 35]	2	0	52	2.1	18	MutuallyExclusive	('PIK3CA', 'RB1(D)')	0.01
0.8071428571428572	False	0.26062894834256856	IDH1	EGFR(A)	0.007142857142857143	127	14	[14, 127]	2	1	140	2.7	113	MutuallyExclusive	('IDH1', 'EGFR(A)')	0.0
0.9120879120879121	False	0.92921340507152506	CACNA1S	CDKN2A(D)	0.02197802197802198	176	10	[10, 176]	2	4	182	2.3	166	MutuallyExclusive	('CACNA1S', 'CDKN2A(D)')	0.02
0.95	False	0.64384448813714468	CDKN2A(D)	ITIH5	0.005555555555555556	5	176	[176, 5]	2	1	180	2.4	171	MutuallyExclusive	('CDKN2A(D)', 'ITIH5')	0.0
0.9242424242424242	False	0.37727868154039457	PPP1R9A	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	2.5	122	MutuallyExclusive	('PPP1R9A', 'EGFR(A)')	0.01
0.8880597014925373	False	0.57322032315490745	NLRP7	EGFR(A)	0.007462686567164179	127	8	[8, 127]	2	1	134	2.4	119	MutuallyExclusive	('NLRP7', 'EGFR(A)')	0.02
0.2222222222222222	False	0.64461009004795133	MIR3201(D),FAM19A5(D),LOC339685(D)	RIMS2	0.0	14	22	[22, 14]	2	0	36	1.7	8	MutuallyExclusive	('MIR3201(D),FAM19A5(D),LOC339685(D)', 'RIMS2')	0.04
0.3939393939393939	False	0.72093670936881726	SYNE2	MDM2(A)	0.0	23	10	[10, 23]	2	0	33	1.7	13	MutuallyExclusive	('SYNE2', 'MDM2(A)')	0.04
0.803921568627451	False	0.71782110570967139	UPF1	PDGFRA(A)	0.0	46	5	[5, 46]	2	0	51	1.9	41	MutuallyExclusive	('UPF1', 'PDGFRA(A)')	0.04
0.5	False	0.70719556475405576	ABCC9	FAF1(D)	0.0	27	9	[9, 27]	2	0	36	1.7	18	MutuallyExclusive	('ABCC9', 'FAF1(D)')	0.03
0.8765432098765432	False	0.57107521015310025	PTEN	ZNF536	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'ZNF536')	0.01
0.7966101694915254	False	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	0.0	6	53	[53, 6]	2	0	59	2.0	47	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'DOCK8')	0.04
0.7446808510638298	False	0.70218900658992944	SMC1A	PTEN(D)	0.0	41	6	[6, 41]	2	0	47	1.8	35	MutuallyExclusive	('SMC1A', 'PTEN(D)')	0.03
0.7333333333333333	False	0.54682380300912192	EGFR	DUSP27	0.0	8	52	[52, 8]	2	0	60	2.0	44	MutuallyExclusive	('EGFR', 'DUSP27')	0.02
0.07317073170731707	False	0.54986458009651229	TP53(D)	PCLO	0.0	19	22	[22, 19]	2	0	41	1.9	3	MutuallyExclusive	('TP53(D)', 'PCLO')	0.02
0.673469387755102	False	0.62370079214884344	MDM4(A)	ZNF208	0.0	8	41	[41, 8]	2	0	49	1.9	33	MutuallyExclusive	('MDM4(A)', 'ZNF208')	0.03
0.9242424242424242	False	0.37727868154039457	PCDHA13	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	2.5	122	MutuallyExclusive	('PCDHA13', 'EGFR(A)')	0.0
0.35	False	0.60540133716977762	ARID2(D)	FAF1(D)	0.0	27	13	[13, 27]	2	0	40	1.8	14	MutuallyExclusive	('ARID2(D)', 'FAF1(D)')	0.01
0.7073170731707317	False	0.74045251535054946	PLXND1	RB1(D)	0.0	35	6	[6, 35]	2	0	41	1.7	29	MutuallyExclusive	('PLXND1', 'RB1(D)')	0.02
0.12244897959183673	False	0.79045297602143361	MIR3201(D),FAM19A5(D),LOC339685(D)	FLG	0.02040816326530612	28	22	[22, 28]	2	1	49	1.8	6	MutuallyExclusive	('MIR3201(D),FAM19A5(D),LOC339685(D)', 'FLG')	0.03
0.9097744360902256	False	0.3101716891657007	TPTE2	EGFR(A)	0.0	127	6	[6, 127]	2	0	133	2.6	121	MutuallyExclusive	('TPTE2', 'EGFR(A)')	0.01
0.5555555555555556	False	0.60515771053926959	PTPRT	RB1(D)	0.0	35	10	[10, 35]	2	0	45	1.9	25	MutuallyExclusive	('PTPRT', 'RB1(D)')	0.01
0.7083333333333334	False	0.66181067661773096	ATP13A2	MDM4(A)	0.0	41	7	[7, 41]	2	0	48	1.9	34	MutuallyExclusive	('ATP13A2', 'MDM4(A)')	0.02
0.7666666666666667	False	0.58371596363253875	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	BCAR3	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'BCAR3')	0.03
0.9337016574585635	False	0.76792397716485561	ATP13A2	CDKN2A(D)	0.011049723756906077	176	7	[7, 176]	2	2	181	2.4	169	MutuallyExclusive	('ATP13A2', 'CDKN2A(D)')	0.03
0.29411764705882354	False	0.68671184865066637	INPP5A,NKX6-2,TTC40,LOC399829,GPR123,KNDC1,UTF1,VENTX,MIR202,ADAM8,TUBGCP2,ZNF511,CALY,PRAP1,C10orf125,ECHS1,MIR3944,PAOX,MTG1(D),PAOX(D)	DNAH11	0.0	12	22	[22, 12]	2	0	34	1.7	10	MutuallyExclusive	('INPP5A,NKX6-2,TTC40,LOC399829,GPR123,KNDC1,UTF1,VENTX,MIR202,ADAM8,TUBGCP2,ZNF511,CALY,PRAP1,C10orf125,ECHS1,MIR3944,PAOX,MTG1(D),PAOX(D)', 'DNAH11')	0.04
0.8313253012048193	False	0.45589589075541553	PTEN	TMPRSS6	0.0	7	76	[76, 7]	2	0	83	2.3	69	MutuallyExclusive	('PTEN', 'TMPRSS6')	0.01
0.9022556390977443	False	0.6416595252728714	PLCG2	EGFR(A)	0.007518796992481203	127	7	[7, 127]	2	1	133	2.3	120	MutuallyExclusive	('PLCG2', 'EGFR(A)')	0.0
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	KIF1B	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'KIF1B')	0.03
0.7966101694915254	False	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	TERT	0.0	6	53	[53, 6]	2	0	59	2.0	47	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'TERT')	0.02
0.5166666666666667	False	0.75166257403133829	ZBTB20(D),LSAMP(D)	PDGFRA(A)	0.016666666666666666	46	15	[15, 46]	2	1	60	1.9	31	MutuallyExclusive	('ZBTB20(D),LSAMP(D)', 'PDGFRA(A)')	0.02
0.5882352941176471	False	0.76408636431727039	ITPR3	FAF1(D)	0.0	27	7	[7, 27]	2	0	34	1.6	20	MutuallyExclusive	('ITPR3', 'FAF1(D)')	0.04
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	CYP4F22	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'CYP4F22')	0.04
0.64	False	0.58773492368501834	FBLN2	MDM4(A)	0.0	41	9	[9, 41]	2	0	50	1.9	32	MutuallyExclusive	('FBLN2', 'MDM4(A)')	0.02
0.627906976744186	False	0.66949301743881662	RB1(D)	SPAG17	0.0	8	35	[35, 8]	2	0	43	1.8	27	MutuallyExclusive	('RB1(D)', 'SPAG17')	0.02
0.7083333333333334	False	0.66181067661774984	MDM4(A)	ACSM4	0.0	7	41	[41, 7]	2	0	48	1.9	34	MutuallyExclusive	('MDM4(A)', 'ACSM4')	0.0
0.7446808510638298	False	0.70218900658985584	PTEN(D)	FBN1	0.0	6	41	[41, 6]	2	0	47	1.8	35	MutuallyExclusive	('PTEN(D)', 'FBN1')	0.04
0.673469387755102	False	0.62370079214884344	MDM4(A)	HRNR	0.0	8	41	[41, 8]	2	0	49	1.9	33	MutuallyExclusive	('MDM4(A)', 'HRNR')	0.04
0.7358490566037735	False	0.62824751332023865	PIK3C2G	PDGFRA(A)	0.0	46	7	[7, 46]	2	0	53	1.9	39	MutuallyExclusive	('PIK3C2G', 'PDGFRA(A)')	0.04
0.8536585365853658	False	0.51028849310603552	PTEN	PCDHA8	0.0	6	76	[76, 6]	2	0	82	2.2	70	MutuallyExclusive	('PTEN', 'PCDHA8')	0.01
0.5909090909090909	False	0.63653625849251416	AHNAK	RB1(D)	0.0	35	9	[9, 35]	2	0	44	1.8	26	MutuallyExclusive	('AHNAK', 'RB1(D)')	0.03
0.9166666666666666	False	0.71281364341469922	WDFY3	EGFR(A)	0.007575757575757576	127	6	[6, 127]	2	1	132	2.3	121	MutuallyExclusive	('WDFY3', 'EGFR(A)')	0.04
0.7083333333333334	False	0.66181067661773096	SCN5A	MDM4(A)	0.0	41	7	[7, 41]	2	0	48	1.9	34	MutuallyExclusive	('SCN5A', 'MDM4(A)')	0.03
0.2777777777777778	False	0.65293360627499741	SOX2-OT(A),PIK3CA(A)	AHNAK2	0.0	13	23	[23, 13]	2	0	36	1.7	10	MutuallyExclusive	('SOX2-OT(A),PIK3CA(A)', 'AHNAK2')	0.04
0.9447513812154696	False	0.24456108464116622	RERE	CDKN2A(D)	0.0	176	5	[5, 176]	2	0	181	2.9	171	MutuallyExclusive	('RERE', 'CDKN2A(D)')	0.0
0.7358490566037735	False	0.62824751332023865	WNK2	PDGFRA(A)	0.0	46	7	[7, 46]	2	0	53	1.9	39	MutuallyExclusive	('WNK2', 'PDGFRA(A)')	0.02
0.9444444444444444	False	0.83957164671367857	BSN	CDKN2A(D)	0.011111111111111112	176	6	[6, 176]	2	2	180	2.3	170	MutuallyExclusive	('BSN', 'CDKN2A(D)')	0.04
0.9242424242424242	False	0.37727868154039457	MYH8	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	2.5	122	MutuallyExclusive	('MYH8', 'EGFR(A)')	0.02
0.7666666666666667	False	0.58371596363245581	COL14A1	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('COL14A1', 'CDK4(A)')	0.01
0.7083333333333334	False	0.66181067661774984	PTEN(D)	L1CAM	0.0	7	41	[41, 7]	2	0	48	1.9	34	MutuallyExclusive	('PTEN(D)', 'L1CAM')	0.04
0.5471698113207547	False	0.49155494585372922	PKHD1	PTEN(D)	0.0	41	12	[12, 41]	2	0	53	2.0	29	MutuallyExclusive	('PKHD1', 'PTEN(D)')	0.0
0.8455882352941176	False	0.85441618783104611	PKHD1	EGFR(A)	0.022058823529411766	127	12	[12, 127]	2	3	136	2.2	115	MutuallyExclusive	('PKHD1', 'EGFR(A)')	0.0
0.782608695652174	False	0.74496723730333625	ABCA4	MDM4(A)	0.0	41	5	[5, 41]	2	0	46	1.8	36	MutuallyExclusive	('ABCA4', 'MDM4(A)')	0.01
0.15	False	0.57175283002148813	PIK3CA	SOX2-OT(A),PIK3CA(A)	0.0	23	17	[17, 23]	2	0	40	1.8	6	MutuallyExclusive	('PIK3CA', 'SOX2-OT(A),PIK3CA(A)')	0.01
0.8814814814814815	False	0.20945277267056381	CELSR3	EGFR(A)	0.0	127	8	[8, 127]	2	0	135	2.8	119	MutuallyExclusive	('CELSR3', 'EGFR(A)')	0.0
0.9392265193370166	False	0.54598090884889738	CDKN2A(D)	SUPT6H	0.0055248618784530384	6	176	[176, 6]	2	1	181	2.5	170	MutuallyExclusive	('CDKN2A(D)', 'SUPT6H')	0.0
0.8333333333333334	False	0.34477451654681945	MYO15A	EGFR(A)	0.007246376811594203	127	12	[12, 127]	2	1	138	2.6	115	MutuallyExclusive	('MYO15A', 'EGFR(A)')	0.0
0.9281767955801105	False	0.89448140095104489	SPEG	CDKN2A(D)	0.016574585635359115	176	8	[8, 176]	2	3	181	2.3	168	MutuallyExclusive	('SPEG', 'CDKN2A(D)')	0.01
0.5909090909090909	False	0.63653625849251416	PLEKHG4B	RB1(D)	0.0	35	9	[9, 35]	2	0	44	1.8	26	MutuallyExclusive	('PLEKHG4B', 'RB1(D)')	0.02
0.7692307692307693	False	0.67157492803157992	SCN11A	PDGFRA(A)	0.0	46	6	[6, 46]	2	0	52	1.9	40	MutuallyExclusive	('SCN11A', 'PDGFRA(A)')	0.03
0.7446808510638298	False	0.70218900658992944	SUPT6H	PTEN(D)	0.0	41	6	[6, 41]	2	0	47	1.8	35	MutuallyExclusive	('SUPT6H', 'PTEN(D)')	0.04
0.3333333333333333	False	0.70873467761630848	TP53(D)	MXRA5	0.0	11	22	[22, 11]	2	0	33	1.7	11	MutuallyExclusive	('TP53(D)', 'MXRA5')	0.04
0.7666666666666667	False	0.58371596363253875	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	KIF4B	0.0	7	53	[53, 7]	2	0	60	2.0	46	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'KIF4B')	0.02
0.8275862068965517	False	0.68115181359238564	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	C21orf58	0.0	5	53	[53, 5]	2	0	58	1.9	48	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'C21orf58')	0.04
0.8765432098765432	False	0.57107521015310025	PTEN	SPTBN4	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'SPTBN4')	0.0
0.8740740740740741	False	0.50875518762583682	EGFR(A)	ZNF407(D)	0.007407407407407408	9	127	[127, 9]	2	1	135	2.4	118	MutuallyExclusive	('EGFR(A)', 'ZNF407(D)')	0.01
0.7666666666666667	False	0.58371596363245581	ZNF831	CDK4(A)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('ZNF831', 'CDK4(A)')	0.01
0.6727272727272727	False	0.54963838946148424	COL5A3	PDGFRA(A)	0.0	46	9	[9, 46]	2	0	55	2.0	37	MutuallyExclusive	('COL5A3', 'PDGFRA(A)')	0.01
0.7666666666666667	False	0.58371596363245581	PLXNB2	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	0.0	53	7	[7, 53]	2	0	60	2.0	46	MutuallyExclusive	('PLXNB2', 'QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)')	0.03
0.7692307692307693	False	0.67157492803157992	CROCC	PDGFRA(A)	0.0	46	6	[6, 46]	2	0	52	1.9	40	MutuallyExclusive	('CROCC', 'PDGFRA(A)')	0.04
0.95	False	0.64384448813714468	CDKN2A(D)	ITGAD	0.005555555555555556	5	176	[176, 5]	2	1	180	2.4	171	MutuallyExclusive	('CDKN2A(D)', 'ITGAD')	0.01
0.8765432098765432	False	0.57107521015310025	PTEN	HECW1	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'HECW1')	0.01
0.8765432098765432	False	0.57107521015310025	PTEN	NLRP11	0.0	5	76	[76, 5]	2	0	81	2.2	71	MutuallyExclusive	('PTEN', 'NLRP11')	0.02
0.07368421052631578	False	0.75483348029683917	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	PDGFRA(A)	0.042105263157894736	46	53	[53, 46]	2	4	95	2.1	7	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'PDGFRA(A)')	0.0
0.95	False	0.64384448813714468	CDKN2A(D)	ABCA13	0.005555555555555556	5	176	[176, 5]	2	1	180	2.4	171	MutuallyExclusive	('CDKN2A(D)', 'ABCA13')	0.01
0.95	False	0.6438444881372114	SLITRK6	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	2.4	171	MutuallyExclusive	('SLITRK6', 'CDKN2A(D)')	0.02
0.7966101694915254	False	0.6305901243484795	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	GAK	0.0	6	53	[53, 6]	2	0	59	2.0	47	MutuallyExclusive	('QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'GAK')	0.03
0.6727272727272727	False	0.54963838946148424	KIF21B	PDGFRA(A)	0.0	46	9	[9, 46]	2	0	55	2.0	37	MutuallyExclusive	('KIF21B', 'PDGFRA(A)')	0.02
0.9166666666666666	False	0.71281364341466502	EGFR(A)	PKHD1L1	0.007575757575757576	6	127	[127, 6]	2	1	132	2.3	121	MutuallyExclusive	('EGFR(A)', 'PKHD1L1')	0.03
0.673469387755102	False	0.62370079214886454	DSCAM	PTEN(D)	0.0	41	8	[8, 41]	2	0	49	1.9	33	MutuallyExclusive	('DSCAM', 'PTEN(D)')	0.03
0.8275862068965517	False	0.6811518135923802	MYOM3	CDK4(A)	0.0	53	5	[5, 53]	2	0	58	1.9	48	MutuallyExclusive	('MYOM3', 'CDK4(A)')	0.03
