MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	SetScore	Overlap	Coverage	RoundedLogPCov	CombinedScore	AverageOverlapPMN	MutationFrequencyDifference	Type	GeneSet	PermutationProbability
0.222222222	FALSE	5.63E-06	PCNT	MYT1	0.333333333	7	5	"[5, 7]"	2	26.2494035	3	9	6.2	78.74821049	272.6666667	2	Cooccurring	"('PCNT', 'MYT1')"	0
0.222222222	FALSE	5.63E-06	SMARCA1	PCNT	0.333333333	5	7	"[7, 5]"	2	26.24404155	3	9	6.2	78.73212466	272.6666667	2	Cooccurring	"('SMARCA1', 'PCNT')"	0.01
0.222222222	FALSE	5.63E-06	TRIO	SCN5A	0.333333333	7	5	"[5, 7]"	2	26.80476565	3	9	6.2	80.41429694	272.6666667	2	Cooccurring	"('TRIO', 'SCN5A')"	0
0.222222222	FALSE	5.63E-06	L1CAM	C7orf52	0.333333333	5	7	"[7, 5]"	2	20.96511176	3	9	6.2	62.89533527	209.3333333	2	Cooccurring	"('L1CAM', 'C7orf52')"	0
0.222222222	FALSE	5.63E-06	KIAA1409	RIMBP2	0.333333333	5	7	"[7, 5]"	2	22.06581217	3	9	6.2	66.19743651	233	2	Cooccurring	"('KIAA1409', 'RIMBP2')"	0
0.222222222	FALSE	5.63E-06	WNK2	PCSK6	0.333333333	5	7	"[7, 5]"	2	21.5478775	3	9	6.2	64.6436325	203.6666667	2	Cooccurring	"('WNK2', 'PCSK6')"	0
0.222222222	FALSE	5.63E-06	KIAA1409	RERE	0.333333333	5	7	"[7, 5]"	2	22.89476766	3	9	6.2	68.68430297	237	2	Cooccurring	"('KIAA1409', 'RERE')"	0.01
0.222222222	FALSE	5.63E-06	SMARCA1	C2orf55	0.333333333	5	7	"[7, 5]"	2	23.78253298	3	9	6.2	71.34759894	272.6666667	2	Cooccurring	"('SMARCA1', 'C2orf55')"	0.01
0.222222222	FALSE	5.63E-06	PCDHB3	MYT1	0.333333333	7	5	"[5, 7]"	2	24.8174307	3	9	6.2	74.45229209	272.6666667	2	Cooccurring	"('PCDHB3', 'MYT1')"	0.01
0.222222222	FALSE	5.63E-06	SPEN	CNTNAP5	0.333333333	5	7	"[7, 5]"	2	24.12144563	3	9	6.2	72.3643369	212.3333333	2	Cooccurring	"('SPEN', 'CNTNAP5')"	0.01
0.222222222	FALSE	5.63E-06	C7	MYT1	0.333333333	7	5	"[5, 7]"	2	24.87472851	3	9	6.2	74.62418554	272.6666667	2	Cooccurring	"('C7', 'MYT1')"	0
0.222222222	FALSE	5.63E-06	CASKIN2	PRDM9	0.333333333	7	5	"[5, 7]"	2	21.53540848	3	9	6.2	64.60622544	199.3333333	2	Cooccurring	"('CASKIN2', 'PRDM9')"	0
0.222222222	FALSE	5.63E-06	KIAA1409	ZNF292	0.333333333	5	7	"[7, 5]"	2	23.44770608	3	9	6.2	70.34311825	237	2	Cooccurring	"('KIAA1409', 'ZNF292')"	0.02
0.222222222	FALSE	5.63E-06	BCAR3	DOCK4	0.333333333	5	7	"[7, 5]"	2	22.79491321	3	9	6.2	68.38473964	210.6666667	2	Cooccurring	"('BCAR3', 'DOCK4')"	0
0.222222222	FALSE	5.63E-06	SPEN	ST14	0.333333333	5	7	"[7, 5]"	2	22.85052386	3	9	6.2	68.55157157	225	2	Cooccurring	"('SPEN', 'ST14')"	0
0.222222222	FALSE	5.63E-06	SCN5A	RIMBP2	0.333333333	5	7	"[7, 5]"	2	24.06703896	3	9	6.2	72.20111687	233	2	Cooccurring	"('SCN5A', 'RIMBP2')"	0.01
0.222222222	FALSE	5.63E-06	PIK3C2G	ZNF292	0.333333333	5	7	"[7, 5]"	2	23.50710089	3	9	6.2	70.52130267	205.6666667	2	Cooccurring	"('PIK3C2G', 'ZNF292')"	0.01
0.222222222	FALSE	5.63E-06	ZNF318	TRIML1	0.333333333	7	5	"[5, 7]"	2	22.93810563	3	9	6.2	68.81431689	248.3333333	2	Cooccurring	"('ZNF318', 'TRIML1')"	0.02
0.222222222	FALSE	5.63E-06	PCDHA12	TRIML1	0.333333333	7	5	"[5, 7]"	2	20.39211888	3	9	6.2	61.17635663	242.3333333	2	Cooccurring	"('PCDHA12', 'TRIML1')"	0
0.222222222	FALSE	5.63E-06	MAP3K12	SCN5A	0.333333333	7	5	"[5, 7]"	2	23.94164699	3	9	6.2	71.82494098	251.3333333	2	Cooccurring	"('MAP3K12', 'SCN5A')"	0
0.222222222	FALSE	5.63E-06	CIITA	MYT1	0.333333333	7	5	"[5, 7]"	2	21.51876774	3	9	6.2	64.55630322	224	2	Cooccurring	"('CIITA', 'MYT1')"	0.02
0.222222222	FALSE	5.63E-06	MYH3	ASPM	0.333333333	7	5	"[5, 7]"	2	24.35654208	3	9	6.2	73.06962624	208.3333333	2	Cooccurring	"('MYH3', 'ASPM')"	0
0.222222222	FALSE	5.63E-06	MYH11	ASTL	0.333333333	5	7	"[7, 5]"	2	22.20227815	3	9	6.2	66.60683445	227.3333333	2	Cooccurring	"('MYH11', 'ASTL')"	0
0.222222222	FALSE	5.63E-06	ADAMTS20	DNAH10	0.333333333	5	7	"[7, 5]"	2	24.64766859	3	9	6.2	73.94300576	228.3333333	2	Cooccurring	"('ADAMTS20', 'DNAH10')"	0.02
0.222222222	FALSE	5.63E-06	UBASH3A	CYP4F22	0.333333333	5	7	"[7, 5]"	2	19.74371096	3	9	6.2	59.23113289	195	2	Cooccurring	"('UBASH3A', 'CYP4F22')"	0.01
0.222222222	FALSE	5.63E-06	WHSC1L1	TRIML1	0.333333333	7	5	"[5, 7]"	2	21.23217858	3	9	6.2	63.69653574	243.3333333	2	Cooccurring	"('WHSC1L1', 'TRIML1')"	0
0.222222222	FALSE	5.63E-06	MYT1	C2orf55	0.333333333	5	7	"[7, 5]"	2	23.78789492	3	9	6.2	71.36368477	272.6666667	2	Cooccurring	"('MYT1', 'C2orf55')"	0
0.222222222	FALSE	5.63E-06	ADAMTS20	RERE	0.333333333	5	7	"[7, 5]"	2	24.7988307	3	9	6.2	74.39649209	237	2	Cooccurring	"('ADAMTS20', 'RERE')"	0
0.222222222	FALSE	5.63E-06	ITPR3	KANK1	0.333333333	5	7	"[7, 5]"	2	25.32551457	3	9	6.2	75.97654372	253.3333333	2	Cooccurring	"('ITPR3', 'KANK1')"	0.01
0.222222222	FALSE	5.63E-06	SRMS	MYT1	0.333333333	7	5	"[5, 7]"	2	22.14456998	3	9	6.2	66.43370993	247.6666667	2	Cooccurring	"('SRMS', 'MYT1')"	0.01
0.222222222	FALSE	5.63E-06	PDZD2	MYT1	0.333333333	7	5	"[5, 7]"	2	22.18521055	3	9	6.2	66.55563165	199	2	Cooccurring	"('PDZD2', 'MYT1')"	0.01
0.222222222	FALSE	5.63E-06	COL22A1	C2orf55	0.333333333	5	7	"[7, 5]"	2	24.15951994	3	9	6.2	72.47855983	272.6666667	2	Cooccurring	"('COL22A1', 'C2orf55')"	0.01
0.222222222	FALSE	5.63E-06	PDE6B	WBSCR17	0.333333333	7	5	"[5, 7]"	2	22.96274612	3	9	6.2	68.88823837	253.3333333	2	Cooccurring	"('PDE6B', 'WBSCR17')"	0
0.222222222	FALSE	5.63E-06	MYH11	ABCA4	0.333333333	5	7	"[7, 5]"	2	23.52305003	3	9	6.2	70.56915008	226	2	Cooccurring	"('MYH11', 'ABCA4')"	0.01
0.222222222	FALSE	5.63E-06	TNS1	COL14A1	0.333333333	7	5	"[5, 7]"	2	22.1853317	3	9	6.2	66.5559951	223.3333333	2	Cooccurring	"('TNS1', 'COL14A1')"	0
0.222222222	FALSE	5.63E-06	TRIO	MYLK	0.333333333	7	5	"[5, 7]"	2	24.48241069	3	9	6.2	73.44723207	229.3333333	2	Cooccurring	"('TRIO', 'MYLK')"	0.01
0.222222222	FALSE	5.63E-06	KIAA0649	GPR116	0.333333333	7	5	"[5, 7]"	2	20.24106977	3	9	6.2	60.72320931	224	2	Cooccurring	"('KIAA0649', 'GPR116')"	0
0.222222222	FALSE	5.63E-06	WNK2	NBAS	0.333333333	5	7	"[7, 5]"	2	22.83113955	3	9	6.2	68.49341866	204.6666667	2	Cooccurring	"('WNK2', 'NBAS')"	0
0.222222222	FALSE	5.63E-06	USP43	CELSR1	0.333333333	7	5	"[5, 7]"	2	23.25575616	3	9	6.2	69.76726848	244.6666667	2	Cooccurring	"('USP43', 'CELSR1')"	0
0.222222222	FALSE	5.63E-06	TIAM2	SMARCA4	0.333333333	5	7	"[7, 5]"	2	23.76385081	3	9	6.2	71.29155244	228.6666667	2	Cooccurring	"('TIAM2', 'SMARCA4')"	0.01
0.222222222	FALSE	5.63E-06	MYOM3	TIAM2	0.333333333	7	5	"[5, 7]"	2	22.11816919	3	9	6.2	66.35450757	223.6666667	2	Cooccurring	"('MYOM3', 'TIAM2')"	0
0.222222222	FALSE	5.63E-06	GABRA1	ZNF292	0.333333333	5	7	"[7, 5]"	2	23.35508155	3	9	6.2	70.06524465	232	2	Cooccurring	"('GABRA1', 'ZNF292')"	0.01
0.222222222	FALSE	5.63E-06	GLI2	PRSS16	0.333333333	5	7	"[7, 5]"	2	20.17078358	3	9	6.2	60.51235074	196	2	Cooccurring	"('GLI2', 'PRSS16')"	0
0.222222222	FALSE	5.63E-06	KPRP	NOTCH3	0.333333333	5	7	"[7, 5]"	2	20.32455728	3	9	6.2	60.97367183	192.6666667	2	Cooccurring	"('KPRP', 'NOTCH3')"	0
0.222222222	FALSE	5.63E-06	CFTR	TRIML1	0.333333333	7	5	"[5, 7]"	2	20.84458642	3	9	6.2	62.53375925	242.3333333	2	Cooccurring	"('CFTR', 'TRIML1')"	0.02
0.222222222	FALSE	5.63E-06	CEACAM16	TMPRSS15	0.333333333	5	7	"[7, 5]"	2	19.75875485	3	9	6.2	59.27626456	194	2	Cooccurring	"('CEACAM16', 'TMPRSS15')"	0.01
0.222222222	FALSE	5.63E-06	RHBDF2	L1CAM	0.333333333	7	5	"[5, 7]"	2	22.9556254	3	9	6.2	68.86687621	215	2	Cooccurring	"('RHBDF2', 'L1CAM')"	0
0.222222222	FALSE	5.63E-06	ARHGEF19	AKAP13	0.333333333	7	5	"[5, 7]"	2	24.5380568	3	9	6.2	73.61417041	236.6666667	2	Cooccurring	"('ARHGEF19', 'AKAP13')"	0
0.222222222	FALSE	5.63E-06	BZRAP1	CELSR1	0.333333333	7	5	"[5, 7]"	2	23.75836305	3	9	6.2	71.27508915	244.6666667	2	Cooccurring	"('BZRAP1', 'CELSR1')"	0
0.222222222	FALSE	5.63E-06	DOCK10	ELMO1	0.333333333	7	5	"[5, 7]"	2	21.97273285	3	9	6.2	65.91819855	199.6666667	2	Cooccurring	"('DOCK10', 'ELMO1')"	0
0.222222222	FALSE	5.63E-06	TRIO	COL22A1	0.333333333	7	5	"[5, 7]"	2	26.54671306	3	9	6.2	79.64013918	272.6666667	2	Cooccurring	"('TRIO', 'COL22A1')"	0.02
0.222222222	FALSE	5.63E-06	COL22A1	C7	0.333333333	5	7	"[7, 5]"	2	25.24635353	3	9	6.2	75.7390606	272.6666667	2	Cooccurring	"('COL22A1', 'C7')"	0.01
0.222222222	FALSE	5.63E-06	TGM2	ST14	0.333333333	5	7	"[7, 5]"	2	20.94099653	3	9	6.2	62.8229896	224.3333333	2	Cooccurring	"('TGM2', 'ST14')"	0.01
0.222222222	FALSE	5.63E-06	COL4A2	PSD4	0.333333333	5	7	"[7, 5]"	2	22.25627242	3	9	6.2	66.76881727	200.6666667	2	Cooccurring	"('COL4A2', 'PSD4')"	0.01
0.222222222	FALSE	5.63E-06	RPGRIP1L	AKAP13	0.333333333	7	5	"[5, 7]"	2	24.15481293	3	9	6.2	72.4644388	229.6666667	2	Cooccurring	"('RPGRIP1L', 'AKAP13')"	0.01
0.222222222	FALSE	5.63E-06	ZAN	COL22A1	0.333333333	7	5	"[5, 7]"	2	24.15951994	3	9	6.2	72.47855983	272.6666667	2	Cooccurring	"('ZAN', 'COL22A1')"	0
0.222222222	FALSE	5.63E-06	RRP1B	NACA	0.333333333	7	5	"[5, 7]"	2	21.46239846	3	9	6.2	64.38719539	225.3333333	2	Cooccurring	"('RRP1B', 'NACA')"	0.01
0.222222222	FALSE	5.63E-06	ODZ3	CFTR	0.333333333	5	7	"[7, 5]"	2	20.34530255	3	9	6.2	61.03590766	242.3333333	2	Cooccurring	"('ODZ3', 'CFTR')"	0
0.222222222	FALSE	5.63E-06	WBSCR17	KANK1	0.333333333	5	7	"[7, 5]"	2	23.83019364	3	9	6.2	71.49058091	253.3333333	2	Cooccurring	"('WBSCR17', 'KANK1')"	0
0.222222222	FALSE	5.63E-06	PTCHD2	TRRAP	0.333333333	7	5	"[5, 7]"	2	26.2699908	3	9	6.2	78.80997239	254	2	Cooccurring	"('PTCHD2', 'TRRAP')"	0
0.222222222	FALSE	5.63E-06	HOOK2	CELSR1	0.333333333	7	5	"[5, 7]"	2	21.06143565	3	9	6.2	63.18430696	240.6666667	2	Cooccurring	"('HOOK2', 'CELSR1')"	0
0.222222222	FALSE	5.63E-06	PCDHB3	SMARCA1	0.333333333	7	5	"[5, 7]"	2	24.81206875	3	9	6.2	74.43620626	272.6666667	2	Cooccurring	"('PCDHB3', 'SMARCA1')"	0
0.222222222	FALSE	5.63E-06	DST	CACNA1D	0.333333333	7	5	"[5, 7]"	2	23.79833642	3	9	6.2	71.39500925	197.3333333	2	Cooccurring	"('DST', 'CACNA1D')"	0.01
0.222222222	FALSE	5.63E-06	SMARCA1	PAPPA	0.333333333	5	7	"[7, 5]"	2	21.65307312	3	9	6.2	64.95921936	242	2	Cooccurring	"('SMARCA1', 'PAPPA')"	0
0.222222222	FALSE	5.63E-06	SPEN	MSH6	0.333333333	5	7	"[7, 5]"	2	25.74667694	3	9	6.2	77.24003083	236.6666667	2	Cooccurring	"('SPEN', 'MSH6')"	0
0.222222222	FALSE	5.63E-06	PDE6B	ITPR3	0.333333333	7	5	"[5, 7]"	2	24.45806706	3	9	6.2	73.37420118	253.3333333	2	Cooccurring	"('PDE6B', 'ITPR3')"	0
0.222222222	FALSE	5.63E-06	WNK3	MED12	0.333333333	7	5	"[5, 7]"	2	23.30094868	3	9	6.2	69.90284605	226	2	Cooccurring	"('WNK3', 'MED12')"	0
0.222222222	FALSE	5.63E-06	CCDC45	BCAR3	0.333333333	7	5	"[5, 7]"	2	19.93667929	3	9	6.2	59.81003787	242.6666667	2	Cooccurring	"('CCDC45', 'BCAR3')"	0
0.222222222	FALSE	5.63E-06	MYLK	RIMBP2	0.333333333	5	7	"[7, 5]"	2	23.97196617	3	9	6.2	71.9158985	233	2	Cooccurring	"('MYLK', 'RIMBP2')"	0
0.222222222	FALSE	5.63E-06	AMPD1	ODZ3	0.333333333	7	5	"[5, 7]"	2	19.71252928	3	9	6.2	59.13758783	193.6666667	2	Cooccurring	"('AMPD1', 'ODZ3')"	0
0.222222222	FALSE	5.63E-06	COL6A1	BCAR3	0.333333333	7	5	"[5, 7]"	2	23.69406375	3	9	6.2	71.08219125	255.3333333	2	Cooccurring	"('COL6A1', 'BCAR3')"	0
0.222222222	FALSE	5.63E-06	ST14	MYH9	0.333333333	7	5	"[5, 7]"	2	21.98841752	3	9	6.2	65.96525257	224.3333333	2	Cooccurring	"('ST14', 'MYH9')"	0
0.222222222	FALSE	5.63E-06	ZFHX4	SLC22A2	0.333333333	5	7	"[7, 5]"	2	22.47568337	3	9	6.2	67.4270501	201.6666667	2	Cooccurring	"('ZFHX4', 'SLC22A2')"	0.01
0.222222222	FALSE	5.63E-06	PCDHA1	UGT2A1	0.333333333	5	7	"[7, 5]"	2	20.47316598	3	9	6.2	61.41949794	201.6666667	2	Cooccurring	"('PCDHA1', 'UGT2A1')"	0
0.222222222	FALSE	5.63E-06	SMARCA1	TRIO	0.333333333	5	7	"[7, 5]"	2	26.1697261	3	9	6.2	78.50917829	272.6666667	2	Cooccurring	"('SMARCA1', 'TRIO')"	0.03
0.222222222	FALSE	5.63E-06	MED12	ARAP3	0.333333333	5	7	"[7, 5]"	2	22.80649585	3	9	6.2	68.41948754	225	2	Cooccurring	"('MED12', 'ARAP3')"	0
0.222222222	FALSE	5.63E-06	COL4A2	PCDHGA11	0.333333333	5	7	"[7, 5]"	2	21.82304617	3	9	6.2	65.4691385	242.6666667	2	Cooccurring	"('COL4A2', 'PCDHGA11')"	0.01
0.222222222	FALSE	5.63E-06	MYH9	PTCHD2	0.333333333	5	7	"[7, 5]"	2	24.50671734	3	9	6.2	73.52015203	234.6666667	2	Cooccurring	"('MYH9', 'PTCHD2')"	0
0.222222222	FALSE	5.63E-06	ATP13A2	DGKD	0.333333333	5	7	"[7, 5]"	2	21.17879837	3	9	6.2	63.53639511	194.3333333	2	Cooccurring	"('ATP13A2', 'DGKD')"	0
0.222222222	FALSE	5.63E-06	ADAMTS20	FHOD3	0.333333333	5	7	"[7, 5]"	2	24.83394402	3	9	6.2	74.50183207	237	2	Cooccurring	"('ADAMTS20', 'FHOD3')"	0
0.222222222	FALSE	5.63E-06	SPEN	RERE	0.333333333	5	7	"[7, 5]"	2	23.9590738	3	9	6.2	71.87722141	210.3333333	2	Cooccurring	"('SPEN', 'RERE')"	0.02
0.222222222	FALSE	5.63E-06	SAMD9L	L1CAM	0.333333333	7	5	"[5, 7]"	2	22.56589928	3	9	6.2	67.69769784	204.6666667	2	Cooccurring	"('SAMD9L', 'L1CAM')"	0.01
0.222222222	FALSE	5.63E-06	PCDH17	XDH	0.333333333	7	5	"[5, 7]"	2	23.00026407	3	9	6.2	69.00079221	209.6666667	2	Cooccurring	"('PCDH17', 'XDH')"	0.01
0.222222222	FALSE	5.63E-06	CASKIN2	C15orf2	0.333333333	7	5	"[5, 7]"	2	20.32413896	3	9	6.2	60.97241688	199	2	Cooccurring	"('CASKIN2', 'C15orf2')"	0
0.222222222	FALSE	5.63E-06	TIAM2	NIPBL	0.333333333	5	7	"[7, 5]"	2	24.67310784	3	9	6.2	74.01932351	231.3333333	2	Cooccurring	"('TIAM2', 'NIPBL')"	0.01
0.222222222	FALSE	5.63E-06	PCNT	DCC	0.333333333	7	5	"[5, 7]"	2	24.82794018	3	9	6.2	74.48382054	250.6666667	2	Cooccurring	"('PCNT', 'DCC')"	0
0.222222222	FALSE	5.63E-06	TGM2	SLITRK2	0.333333333	5	7	"[7, 5]"	2	21.73311541	3	9	6.2	65.19934622	227	2	Cooccurring	"('TGM2', 'SLITRK2')"	0.01
0.222222222	FALSE	5.63E-06	SMARCA1	FHOD3	0.333333333	5	7	"[7, 5]"	2	25.52324564	3	9	6.2	76.56973693	272.6666667	2	Cooccurring	"('SMARCA1', 'FHOD3')"	0
0.222222222	FALSE	5.63E-06	PLCB3	WBSCR17	0.333333333	7	5	"[5, 7]"	2	23.32523965	3	9	6.2	69.97571895	253.3333333	2	Cooccurring	"('PLCB3', 'WBSCR17')"	0.01
0.222222222	FALSE	5.63E-06	TJP3	PCDHA1	0.333333333	7	5	"[5, 7]"	2	22.70185723	3	9	6.2	68.1055717	231.6666667	2	Cooccurring	"('TJP3', 'PCDHA1')"	0
0.222222222	FALSE	5.63E-06	SMARCA1	DNAH10	0.333333333	5	7	"[7, 5]"	2	26.53680509	3	9	6.2	79.61041527	272.6666667	2	Cooccurring	"('SMARCA1', 'DNAH10')"	0
0.222222222	FALSE	5.63E-06	PCDHB3	SCN5A	0.333333333	7	5	"[5, 7]"	2	25.4471083	3	9	6.2	76.34132491	272.6666667	2	Cooccurring	"('PCDHB3', 'SCN5A')"	0
0.222222222	FALSE	5.63E-06	TIAM2	DEAF1	0.333333333	5	7	"[7, 5]"	2	23.0725431	3	9	6.2	69.21762929	231.3333333	2	Cooccurring	"('TIAM2', 'DEAF1')"	0.02
0.222222222	FALSE	5.63E-06	MED12	ZNF292	0.333333333	5	7	"[7, 5]"	2	24.91656046	3	9	6.2	74.74968139	232	2	Cooccurring	"('MED12', 'ZNF292')"	0
0.222222222	FALSE	5.63E-06	AKAP13	LRP4	0.333333333	5	7	"[7, 5]"	2	24.83814917	3	9	6.2	74.51444751	231.6666667	2	Cooccurring	"('AKAP13', 'LRP4')"	0.01
0.222222222	FALSE	5.63E-06	RRP1B	MYH11	0.333333333	7	5	"[5, 7]"	2	22.00514216	3	9	6.2	66.01542647	224.6666667	2	Cooccurring	"('RRP1B', 'MYH11')"	0.01
0.222222222	FALSE	5.63E-06	MYLK	KIF1B	0.333333333	5	7	"[7, 5]"	2	24.7383391	3	9	6.2	74.21501729	233	2	Cooccurring	"('MYLK', 'KIF1B')"	0
0.222222222	FALSE	5.63E-06	MYH9	DEAF1	0.333333333	5	7	"[7, 5]"	2	23.19038988	3	9	6.2	69.57116963	231.3333333	2	Cooccurring	"('MYH9', 'DEAF1')"	0.01
0.222222222	FALSE	5.63E-06	SPEN	ARHGEF19	0.333333333	5	7	"[7, 5]"	2	24.77759135	3	9	6.2	74.33277404	236.6666667	2	Cooccurring	"('SPEN', 'ARHGEF19')"	0
0.222222222	FALSE	5.63E-06	NACA	EPHA10	0.333333333	5	7	"[7, 5]"	2	21.54040029	3	9	6.2	64.62120088	199.6666667	2	Cooccurring	"('NACA', 'EPHA10')"	0.01
0.222222222	FALSE	5.63E-06	PCDHB3	COL22A1	0.333333333	7	5	"[5, 7]"	2	25.18905572	3	9	6.2	75.56716715	272.6666667	2	Cooccurring	"('PCDHB3', 'COL22A1')"	0.01
0.222222222	FALSE	5.63E-06	WNK3	COL22A1	0.333333333	7	5	"[5, 7]"	2	22.79949118	3	9	6.2	68.39847354	225.3333333	2	Cooccurring	"('WNK3', 'COL22A1')"	0.02
0.222222222	FALSE	5.63E-06	ZNF318	AKAP13	0.333333333	7	5	"[5, 7]"	2	24.70439154	3	9	6.2	74.11317463	229.6666667	2	Cooccurring	"('ZNF318', 'AKAP13')"	0
0.222222222	FALSE	5.63E-06	SPEN	ASTL	0.333333333	5	7	"[7, 5]"	2	22.81280436	3	9	6.2	68.43841307	227.3333333	2	Cooccurring	"('SPEN', 'ASTL')"	0
0.222222222	FALSE	5.63E-06	WNK2	ECT2L	0.333333333	5	7	"[7, 5]"	2	21.86758574	3	9	6.2	65.60275721	204.6666667	2	Cooccurring	"('WNK2', 'ECT2L')"	0
0.222222222	FALSE	5.63E-06	DNAH10	MYT1	0.333333333	7	5	"[5, 7]"	2	26.54216703	3	9	6.2	79.6265011	272.6666667	2	Cooccurring	"('DNAH10', 'MYT1')"	0.02
0.222222222	FALSE	5.63E-06	KIAA1409	KIF1B	0.333333333	5	7	"[7, 5]"	2	22.8321851	3	9	6.2	68.4965553	233	2	Cooccurring	"('KIAA1409', 'KIF1B')"	0
0.222222222	FALSE	5.63E-06	MYH9	ZNF599	0.333333333	5	7	"[7, 5]"	2	23.23022198	3	9	6.2	69.69066594	231.3333333	2	Cooccurring	"('MYH9', 'ZNF599')"	0.01
0.222222222	FALSE	5.63E-06	TIAM2	MSH6	0.333333333	5	7	"[7, 5]"	2	24.39138933	3	9	6.2	73.17416798	231.3333333	2	Cooccurring	"('TIAM2', 'MSH6')"	0
0.222222222	FALSE	5.63E-06	DNMBP	MYLK	0.333333333	7	5	"[5, 7]"	2	23.61059054	3	9	6.2	70.83177161	212	2	Cooccurring	"('DNMBP', 'MYLK')"	0
0.222222222	FALSE	5.63E-06	PCDHA12	BCAR3	0.333333333	7	5	"[5, 7]"	2	23.60572629	3	9	6.2	70.81717886	255.3333333	2	Cooccurring	"('PCDHA12', 'BCAR3')"	0.01
0.222222222	FALSE	5.63E-06	SPEN	ZNF599	0.333333333	5	7	"[7, 5]"	2	23.53136499	3	9	6.2	70.59409498	229.3333333	2	Cooccurring	"('SPEN', 'ZNF599')"	0.01
0.222222222	FALSE	5.63E-06	ADAMTS20	IGF2BP1	0.333333333	5	7	"[7, 5]"	2	22.60165144	3	9	6.2	67.80495432	228.3333333	2	Cooccurring	"('ADAMTS20', 'IGF2BP1')"	0.01
0.222222222	FALSE	5.63E-06	ITPR3	PLCB3	0.333333333	5	7	"[7, 5]"	2	24.82056059	3	9	6.2	74.46168176	253.3333333	2	Cooccurring	"('ITPR3', 'PLCB3')"	0
0.222222222	FALSE	5.63E-06	ZNF536	NACA	0.333333333	7	5	"[5, 7]"	2	22.00128516	3	9	6.2	66.00385549	225.3333333	2	Cooccurring	"('ZNF536', 'NACA')"	0
0.222222222	FALSE	5.63E-06	BRPF3	SCN5A	0.333333333	7	5	"[5, 7]"	2	24.13518938	3	9	6.2	72.40556814	250.3333333	2	Cooccurring	"('BRPF3', 'SCN5A')"	0
0.222222222	FALSE	5.63E-06	NIPBL	COL14A1	0.333333333	7	5	"[5, 7]"	2	23.21011568	3	9	6.2	69.63034703	224.6666667	2	Cooccurring	"('NIPBL', 'COL14A1')"	0
0.222222222	FALSE	5.63E-06	SCN5A	DNAH10	0.333333333	5	7	"[7, 5]"	2	27.17184464	3	9	6.2	81.51553392	272.6666667	2	Cooccurring	"('SCN5A', 'DNAH10')"	0.01
0.222222222	FALSE	5.63E-06	FHOD3	SCN5A	0.333333333	7	5	"[5, 7]"	2	26.15828519	3	9	6.2	78.47485558	272.6666667	2	Cooccurring	"('FHOD3', 'SCN5A')"	0.01
0.222222222	FALSE	5.63E-06	DCC	CFTR	0.333333333	5	7	"[7, 5]"	2	21.97192222	3	9	6.2	65.91576667	242.3333333	2	Cooccurring	"('DCC', 'CFTR')"	0.01
0.222222222	FALSE	5.63E-06	C15orf2	N4BP3	0.333333333	5	7	"[7, 5]"	2	19.42946205	3	9	6.2	58.28838614	198	2	Cooccurring	"('C15orf2', 'N4BP3')"	0
0.222222222	FALSE	5.63E-06	IGF2BP1	SMARCA1	0.333333333	7	5	"[5, 7]"	2	22.3841027	3	9	6.2	67.15230809	230	2	Cooccurring	"('IGF2BP1', 'SMARCA1')"	0.01
0.222222222	FALSE	5.63E-06	GPR116	ARAP3	0.333333333	5	7	"[7, 5]"	2	22.44061286	3	9	6.2	67.32183858	225.3333333	2	Cooccurring	"('GPR116', 'ARAP3')"	0
0.222222222	FALSE	5.63E-06	INPP5D	BCAR3	0.333333333	7	5	"[5, 7]"	2	21.30189896	3	9	6.2	63.90569689	207	2	Cooccurring	"('INPP5D', 'BCAR3')"	0.01
0.222222222	FALSE	5.63E-06	KIF1B	TRRAP	0.333333333	7	5	"[5, 7]"	2	26.75654727	3	9	6.2	80.2696418	254	2	Cooccurring	"('KIF1B', 'TRRAP')"	0
0.222222222	FALSE	5.63E-06	SLC22A2	TRIML1	0.333333333	7	5	"[5, 7]"	2	21.26495078	3	9	6.2	63.79485234	247	2	Cooccurring	"('SLC22A2', 'TRIML1')"	0.02
0.222222222	FALSE	5.63E-06	ASPM	PCDHA13	0.333333333	5	7	"[7, 5]"	2	22.85650836	3	9	6.2	68.56952508	202.3333333	2	Cooccurring	"('ASPM', 'PCDHA13')"	0.01
0.222222222	FALSE	5.63E-06	SPTBN4	SCN5A	0.333333333	7	5	"[5, 7]"	2	25.05028636	3	9	6.2	75.15085908	251.3333333	2	Cooccurring	"('SPTBN4', 'SCN5A')"	0.01
0.222222222	FALSE	5.63E-06	SCN5A	C2orf55	0.333333333	5	7	"[7, 5]"	2	24.41757253	3	9	6.2	73.25271759	272.6666667	2	Cooccurring	"('SCN5A', 'C2orf55')"	0
0.222222222	FALSE	5.63E-06	ZNF318	PCDHA1	0.333333333	7	5	"[5, 7]"	2	23.26967677	3	9	6.2	69.8090303	229.6666667	2	Cooccurring	"('ZNF318', 'PCDHA1')"	0
0.222222222	FALSE	5.63E-06	CACNA1A	ZFHX4	0.333333333	7	5	"[5, 7]"	2	23.21849309	3	9	6.2	69.65547926	198.3333333	2	Cooccurring	"('CACNA1A', 'ZFHX4')"	0.01
