MutationFrequencyDifferenceRatio	Concordance	Probability	Gene0	Gene1	CooccurrenceRatio	MutationFrequency1	MutationFrequency0	MutationFrequencies	Somatic	Overlap	Coverage	RoundedLogPCov	MutationFrequencyDifference	Type	GeneSet
0.8057553956834532	False	0.019597257602566753	NF1,RAB11FIP4(D)	EGFR(A)	0.02158273381294964	127	15	[15, 127]	2	3	139	3.9	112	MutuallyExclusive	frozenset(['NF1,RAB11FIP4(D)', 'EGFR(A)'])
0.95	False	0.040072560708868915	CDKN2A(D)	LRBA	0.005555555555555556	5	176	[176, 5]	2	1	180	3.7	171	MutuallyExclusive	frozenset(['CDKN2A(D)', 'LRBA'])
0.8814814814814815	False	0.0043477854852676289	CELSR3	EGFR(A)	0.0	127	8	[8, 127]	2	0	135	4.5	119	MutuallyExclusive	frozenset(['CELSR3', 'EGFR(A)'])
0.45045045045045046	False	1.4868614128846946e-09	CDKN2A(D)	TP53	0.13513513513513514	76	176	[176, 76]	2	30	222	11.2	100	MutuallyExclusive	frozenset(['CDKN2A(D)', 'TP53'])
0.9242424242424242	False	0.034377838720724786	C8B	EGFR(A)	0.0	127	5	[5, 127]	2	0	132	3.6	122	MutuallyExclusive	frozenset(['C8B', 'EGFR(A)'])
0.8913043478260869	False	0.014120576561457304	MYO15A	CDKN2A(D)	0.021739130434782608	176	12	[12, 176]	2	4	184	4.1	164	MutuallyExclusive	frozenset(['MYO15A', 'CDKN2A(D)'])
0.95	False	0.040072560708868915	CDKN2A(D)	MAP3K15	0.005555555555555556	5	176	[176, 5]	2	1	180	3.7	171	MutuallyExclusive	frozenset(['CDKN2A(D)', 'MAP3K15'])
0.95	False	0.040072560708868915	CDKN2A(D)	MSL3	0.005555555555555556	5	176	[176, 5]	2	1	180	3.7	171	MutuallyExclusive	frozenset(['CDKN2A(D)', 'MSL3'])
0.19327731092436976	False	0.044323899447265391	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	TP53	0.08403361344537816	76	53	[53, 76]	2	10	119	3.4	23	MutuallyExclusive	frozenset(['QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)', 'TP53'])
0.3181818181818182	False	0.044253275813083158	TP53	PTEN(D)	0.06363636363636363	41	76	[76, 41]	2	7	110	3.4	35	MutuallyExclusive	frozenset(['TP53', 'PTEN(D)'])
0.95	False	0.040072560708853421	KIAA0649	CDKN2A(D)	0.005555555555555556	176	5	[5, 176]	2	1	180	3.7	171	MutuallyExclusive	frozenset(['KIAA0649', 'CDKN2A(D)'])
0.95	False	0.040072560708868915	CDKN2A(D)	C2orf55	0.005555555555555556	5	176	[176, 5]	2	1	180	3.7	171	MutuallyExclusive	frozenset(['CDKN2A(D)', 'C2orf55'])
0.06382978723404255	False	0.023083041144902353	EGFR	PDGFRA(A)	0.0425531914893617	46	52	[52, 46]	2	4	94	3.6	6	MutuallyExclusive	frozenset(['EGFR', 'PDGFRA(A)'])
