ID	Gene0	Gene1	Gene2	TripletType	AverageCoverage	AverageSetScore	AverageCooccurrenceRatio	AverageCombinedScore	AverageTotalEdgeBetweennessCentrality	AverageAverageNodeClosenessCentrality	AverageAverageNodeClusteringCoefficient	AverageRoundedLogPCov	TripletScore	01Type	02Type	12Type	01Concordance	02Concordance	12Concordance	Somatic	Probability	Overlap	Coverage	CooccurrenceRatio
822	SMARCA1	SCN5A	PDGFRA(A)	CooccurringMutuallyExclusiveMutuallyExclusive	39	25.78375976757204	0.0909090909090909	94.54045248109749	0	0	0	3.1999999999999997	29.543891400342968	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.7067852084462392e-06	0	57	0.0
823	SMARCA1	SIM1	PDGFRA(A)	CooccurringMutuallyExclusiveMutuallyExclusive	39	21.2200070556388	0.0909090909090909	77.80669253734227	0	0	0	3.1999999999999997	24.314591417919463	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.7067852084462392e-06	0	57	0.0
824	SMARCA1	CROCC	PDGFRA(A)	CooccurringMutuallyExclusiveMutuallyExclusive	38	25.741076275791674	0.09999999999999999	85.80358758597225	0	0	0	3.266666666666667	26.26640436305273	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	4.7274504598192206e-06	0	56	0.0
825	PTEN	UGGT1	PAPPA	CooccurringMutuallyExclusiveMutuallyExclusive	57	22.412676437364933	0.125	59.76713716630649	0	0	0	3.6	16.601982546196247	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	9.3882099798621015e-07	0	84	0.0
830	CACNA1H	CDKN2A(D)	RB1	CooccurringMutuallyExclusiveMutuallyExclusive	131	25.711687958570923	0.05436658249158249	188.55237836285346	0	0	0	3.3333333333333335	56.565713508856035	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	6.9442466373324769e-05	0	193	0.0
836	BRPF3	EGFR(A)	PRPF6	CooccurringMutuallyExclusiveMutuallyExclusive	90	21.183529082807798	0.1275445292620865	56.48941088748746	0	0	0	3.733333333333333	15.13109220200557	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	7.8412854326488597e-07	0	134	0.0
837	SP1	EGFR(A)	PRPF6	CooccurringMutuallyExclusiveMutuallyExclusive	91	22.74645853454278	0.125	60.65722275878074	0	0	0	3.8333333333333335	15.823623328377584	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.7699720641022597e-07	0	135	0.0
838	IDH1	EGFR(A)	PRPF6	CooccurringMutuallyExclusiveMutuallyExclusive	96	19.281428462146998	0.06120448179271709	109.26142795216631	0	0	0	3.5	31.21755084347609	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	9.2136223648899737e-06	0	143	0.0
839	CDKN2A(D)	EGFR(A)	PRPF6	CooccurringMutuallyExclusiveMutuallyExclusive	173	15.768992400321913	0.15879954942874	33.488787984188804	0	0	0	16.966666666666665	1.9737988988716388	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	4.9636224138742564e-45	0	211	0.0
850	SMARCA1	ATP2B3	PTEN(D)	CooccurringMutuallyExclusiveMutuallyExclusive	35	25.199386075266162	0.09999999999999999	83.99795358422054	0	0	0	3.233333333333334	25.978748531202225	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	5.2070233953250825e-06	0	51	0.0
874	RB1(D)	ESPL1	LRRK2	CooccurringMutuallyExclusiveMutuallyExclusive	29	23.494938009255534	0.125	62.65316802468143	0	0	0	3.266666666666666	19.179541232045338	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.8573620778344757e-06	0	43	0.0
875	PTEN	DOCK1	ABCG4	CooccurringMutuallyExclusiveMutuallyExclusive	57	26.26515251515605	0.07407407407407407	118.19318631820224	0	0	0	2.866666666666667	41.23018127379147	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00016746323267343837	0	85	0.0
876	SPTA1	FRMPD4(D)	IDH1	CooccurringMutuallyExclusiveMutuallyExclusive	33	17.60048757288673	0.057971014492753624	101.20280354409871	0	0	0	3.0666666666666664	33.00091419916263	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.2328869772035709e-05	0	48	0.0
882	PTEN	PLCB3	CABIN1	CooccurringMutuallyExclusiveMutuallyExclusive	59	22.72043275643263	0.11498708010335917	68.16129826929789	0	0	0	4.066666666666667	16.760974984253576	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	5.6969383266009286e-08	0	87	0.0
884	PLCB3	CDK4(A)	CABIN1	CooccurringMutuallyExclusiveMutuallyExclusive	44	22.72043275643263	0.1111111111111111	68.16129826929789	0	0	0	4.0	17.040324567324472	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	4.3228149275171093e-08	0	65	0.0
901	C12orf35	AHNAK	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	22.40691221125942	0.12618724559023067	61.6190085809634	0	0	0	4.2	14.671192519277	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	4.1935212239977986e-08	0	136	0.0
906	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	EGFR(A)	LRRK2	CooccurringMutuallyExclusiveMutuallyExclusive	111	16.259870659447866	0.08017010003834223	69.82179753762908	0	0	0	6.8999999999999995	10.119101092410013	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.7907565637235684e-15	0	150	0.0
907	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	KIF1B	LRRK2	CooccurringMutuallyExclusiveMutuallyExclusive	41	27.02138277174066	0.08333333333333333	108.08553108696265	0	0	0	2.6999999999999997	40.031678180356536	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00017824715863456095	0	61	0.0
922	SCN5A	C7	MDM4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	34	25.50440611922674	0.1111111111111111	76.51321835768023	0	0	0	3.3000000000000003	23.185823744751584	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.7737622481965852e-06	0	50	0.0
928	SCN5A	C7	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	91	25.50440611922674	0.11616161616161615	76.51321835768023	0	0	0	3.6333333333333333	21.05868395165511	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.8905644664842142e-06	0	134	0.0
933	SCN5A	C7	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	25.50440611922674	0.11664620421526499	76.51321835768023	0	0	0	3.6666666666666665	20.867241370276428	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.7816180795774188e-06	0	182	0.0
964	ZNF318	SLIT3	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	93	26.161565375043285	0.08687501359257084	113.36678329185423	0	0	0	3.366666666666667	33.67330196787749	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.8331365056080818e-05	0	136	0.0
967	PTEN	CACNA1E	ATP8B4	CooccurringMutuallyExclusiveMutuallyExclusive	56	23.65375173531484	0.08333333333333333	94.61500694125937	0	0	0	2.9	32.62586446250323	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00012529143910664111	0	84	0.0
971	CDKN2A(D)	EP400	COL12A1	CooccurringMutuallyExclusiveMutuallyExclusive	125	24.210497789292514	0.05675709153970024	157.36823563040133	0	0	0	2.9333333333333336	53.648262146727724	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00059366597431409983	0	186	0.0
972	CDKN2A(D)	LRBA	COL12A1	CooccurringMutuallyExclusiveMutuallyExclusive	122	24.678542745540266	0.08703703703703702	98.71417098216106	0	0	0	3.033333333333333	32.54313329082233	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00015925634538871425	0	182	0.0
981	EPHB2	PTEN	KIAA1244	CooccurringMutuallyExclusiveMutuallyExclusive	56	26.864791665099894	0.08333333333333333	107.45916666039957	0	0	0	2.9	37.0548850553102	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	0.00012529143910666146	0	84	0.0
984	MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)	CDKN2A(D)	TP53	CooccurringMutuallyExclusiveMutuallyExclusive	162	17.481256155801926	0.08562475518997259	174.81256155801924	0	0	0	3.9666666666666663	44.07039367008889	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.280329612810331e-06	3	225	0.013333333333333334
985	MET,CAPZA2,ST7-AS1,ST7,ST7-OT4(A)	TP53	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	134	17.481256155801926	0.07115222433059246	174.81256155801924	0	0	0	3.9333333333333336	44.44387158254726	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.9530485735354462e-06	1	188	0.005319148936170213
987	PPEF2	EGFR(A)	RIMBP2	CooccurringMutuallyExclusiveMutuallyExclusive	90	25.045218455027893	0.08333333333333333	100.18087382011157	0	0	0	3.1	32.31641090971341	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.4683878855824085e-05	0	135	0.0
1006	C7	EGFR(A)	CAND1	CooccurringMutuallyExclusiveMutuallyExclusive	90	23.241041991305742	0.08333333333333333	92.96416796522297	0	0	0	3.1	29.988441279104183	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.4683878855824085e-05	0	135	0.0
1015	ESPL1	CDKN2A(D)	SLIT3	CooccurringMutuallyExclusiveMutuallyExclusive	125	25.763943861959515	0.08242770121223159	120.23173802247774	0	0	0	3.4	35.36227588896404	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.76222192202183e-05	0	184	0.0
1024	ZNF318	ULK2	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	41	25.776558847026223	0.14285714285714285	60.14530397639452	0	0	0	3.4666666666666663	17.349606916267653	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.489349957297653e-07	0	60	0.0
1025	ZNF318	CDK4(A)	COL11A2	CooccurringMutuallyExclusiveMutuallyExclusive	43	24.249143253113363	0.09999999999999999	80.83047751037788	0	0	0	3.3333333333333335	24.24914325311336	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	3.3056343738814291e-06	0	63	0.0
1026	ZNF318	SP1	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	41	26.71821820336319	0.08333333333333333	106.87287281345276	0	0	0	2.6999999999999997	39.582545486463985	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	0.0001782471586345581	0	61	0.0
1027	ZNF318	ABCA4	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	41	26.903080687147092	0.08333333333333333	107.61232274858837	0	0	0	2.6999999999999997	39.85641583281051	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	0.0001782471586345581	0	61	0.0
1028	ZNF318	MAST2	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	41	24.282489094855322	0.125	64.75330425294753	0	0	0	3.4333333333333336	18.860185704741998	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.3837728119702925e-06	0	61	0.0
1029	ZNF318	SYNE2	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	44	27.697783271468545	0.08333333333333333	110.79113308587418	0	0	0	3.266666666666666	33.915652985471695	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	6.040597799871206e-06	0	65	0.0
1030	ZNF318	FLNC	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	41	26.74306225105317	0.125	71.31483266947512	0	0	0	3.4333333333333336	20.77131048625489	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.3837728119702925e-06	0	61	0.0
1046	ZAN	C12orf35	CDKN2A(D)	CooccurringMutuallyExclusiveMutuallyExclusive	123	22.416345742177786	0.12685185185185185	59.77692197914076	0	0	0	3.9333333333333336	15.197522537069684	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.8223117810548084e-07	0	183	0.0
1064	PTEN	MICALCL	HSPA6	CooccurringMutuallyExclusiveMutuallyExclusive	58	20.31620311796108	0.09487734487734488	74.4927447658573	0	0	0	3.366666666666667	22.126557851244737	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	5.8008442426277393e-06	0	86	0.0
1066	BBS1	ASPM	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	23.17246281784777	0.09085213032581453	92.68985127139108	0	0	0	3.3666666666666667	27.5316389915023	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.6907460991142418e-05	0	136	0.0
1086	NLRP7	CDKN2A(D)	GRM8	CooccurringMutuallyExclusiveMutuallyExclusive	124	21.842234953655417	0.10013765649124766	80.08819483006987	0	0	0	3.4666666666666663	23.102363893289386	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.3420815724931557e-05	1	183	0.00546448087431694
1098	EVPL	CDKN2A(D)	ANO2	CooccurringMutuallyExclusiveMutuallyExclusive	126	23.13988450844702	0.07767613642081535	115.6994225422351	0	0	0	3.2999999999999994	35.06043107340458	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	6.4790561895145058e-05	0	185	0.0
1101	ULK2	FLNC	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	41	25.955218737334214	0.125	69.21391663289124	0	0	0	3.4333333333333336	20.15939319404599	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.3837728119702925e-06	0	61	0.0
1102	RRP1B	FLNC	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	41	22.319675360648723	0.125	59.51913429506326	0	0	0	3.4333333333333336	17.33567018302813	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.3837728119702925e-06	0	61	0.0
1103	PLEKHG4B	FLNC	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	44	23.058458806580603	0.08333333333333333	92.23383522632241	0	0	0	3.266666666666667	28.234847518261958	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	8.4251649555511324e-06	0	65	0.0
1105	FLNA	FLNC	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	44	23.791672979737434	0.08333333333333333	95.16669191894974	0	0	0	3.266666666666667	29.13266079151522	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	8.4251649555511324e-06	0	65	0.0
1106	SYNE2	FLNC	CDK4(A)	CooccurringMutuallyExclusiveMutuallyExclusive	45	27.876443161776535	0.07692307692307693	120.79792036769831	0	0	0	3.1999999999999997	37.749350114905724	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.110230134854712e-05	0	66	0.0
1107	NLRP7	FHOD3	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	24.317526997162645	0.10248756218905473	81.05842332387549	0	0	0	3.6333333333333333	22.30965779556206	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.9426195378013574e-06	0	136	0.0
1108	NLRP7	EGFR(A)	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	94	24.00467982425772	0.07941063911213166	104.02027923845012	0	0	0	3.533333333333333	29.439701671259467	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.9448673337425773e-06	0	139	0.0
1109	SP1	NLRP7	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	22.289632674199993	0.10248756218905473	74.29877558066664	0	0	0	3.6333333333333333	20.449204288256876	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.9426195378013574e-06	0	136	0.0
1110	NLRP7	EGFR(A)	PIK3CG	CooccurringMutuallyExclusiveMutuallyExclusive	94	22.91706466477523	0.07409250046065967	114.58532332387614	0	0	0	3.2999999999999994	34.722825249659444	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	4.5002862376023823e-05	1	140	0.007142857142857143
1111	PLCG2	NLRP7	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	21.72730510152418	0.12620594906533636	59.75008902919149	0	0	0	4.133333333333334	14.455666700610843	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	8.0513393173657819e-08	0	136	0.0
1112	NLRP7	CDKN2A(D)	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	173	15.768992400321913	0.1649703528700968	33.488787984188804	0	0	0	16.833333333333332	1.9894329495557705	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.5028374847978309e-44	0	210	0.0
1113	NLRP7	IGHMBP2	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	23.827232636304625	0.09592190562339815	87.3665196664503	0	0	0	3.5	24.961862761842944	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	7.3020939831594851e-06	0	136	0.0
1114	C12orf35	NLRP7	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	22.576814334768514	0.09339665309814564	82.78165256081789	0	0	0	3.6	22.99490348911608	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.177412281775879e-06	0	137	0.0
1138	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	CACNA1S	ANK1	CooccurringMutuallyExclusiveMutuallyExclusive	47	23.07415483436027	0.05882352941176471	130.75354406137487	0	0	0	3.033333333333333	43.10556397627743	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	4.7453350345540117e-05	0	70	0.0
1139	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	FBN2	ANK1	CooccurringMutuallyExclusiveMutuallyExclusive	45	23.51526312852134	0.07142857142857142	109.73789459976626	0	0	0	3.1333333333333333	35.02273231907434	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.7852675814413899e-05	0	67	0.0
1140	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	TERT	ANK1	CooccurringMutuallyExclusiveMutuallyExclusive	45	22.57094863258991	0.07692307692307693	97.80744407455627	0	0	0	3.1999999999999997	30.564826273298838	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.1102301348548266e-05	0	66	0.0
1147	FLNA	DEAF1	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	92	23.490739967031306	0.09842874454928686	86.13271321244812	0	0	0	3.4333333333333336	25.08719802304314	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	8.4286032707597338e-06	0	135	0.0
1151	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	TERT	CooccurringMutuallyExclusiveMutuallyExclusive	42	24.090010008638192	0.1111111111111111	72.27003002591458	0	0	0	3.3666666666666667	21.466345552251855	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.5540456125547052e-06	0	62	0.0
1153	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	43	25.33452098284287	0.13333333333333333	63.33630245710717	0	0	0	4.033333333333333	15.703215485233184	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	3.2104887917913745e-08	0	63	0.0
1154	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	KIF1B	CooccurringMutuallyExclusiveMutuallyExclusive	41	26.17078505092549	0.125	69.7887601358013	0	0	0	3.4333333333333336	20.326823340524648	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.3837728119703156e-06	0	61	0.0
1156	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	ZNF292	CooccurringMutuallyExclusiveMutuallyExclusive	41	24.900204598830197	0.125	66.40054559688052	0	0	0	3.4333333333333336	19.33996473695549	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.3837728119703156e-06	0	61	0.0
1157	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	IGHMBP2	CooccurringMutuallyExclusiveMutuallyExclusive	42	25.685251576782733	0.1111111111111111	77.0557547303482	0	0	0	3.3666666666666667	22.887847939707385	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.5540456125547052e-06	0	62	0.0
1158	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	SLIT3	CooccurringMutuallyExclusiveMutuallyExclusive	45	25.584430324479793	0.10256410256410257	83.14939855455933	0	0	0	3.9	21.320358603733162	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.1911691070697001e-07	0	66	0.0
1159	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	TRRAP	CooccurringMutuallyExclusiveMutuallyExclusive	43	26.700582262621282	0.09999999999999999	89.00194087540427	0	0	0	3.3333333333333335	26.700582262621282	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	4.1243021031799345e-06	0	63	0.0
1160	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	PTCHD2	CooccurringMutuallyExclusiveMutuallyExclusive	41	25.684228583117342	0.125	68.49127622164625	0	0	0	3.4333333333333336	19.94891540436298	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	1.3837728119703156e-06	0	61	0.0
1161	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	C12orf35	CooccurringMutuallyExclusiveMutuallyExclusive	42	23.906655493353664	0.16666666666666666	47.81331098670733	0	0	0	4.2	11.384121663501745	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	8.0659524685991079e-09	0	61	0.0
1162	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	DOCK8	FLNC	CooccurringMutuallyExclusiveMutuallyExclusive	42	26.68093796729398	0.1111111111111111	80.04281390188194	0	0	0	3.3666666666666667	23.775093238182755	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	2.5540456125547052e-06	0	62	0.0
1169	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	ADCY1	AKAP13	CooccurringMutuallyExclusiveMutuallyExclusive	44	24.928886484204	0.08333333333333333	99.715545936816	0	0	0	3.233333333333333	30.839859568087427	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	9.8109401467202509e-06	0	65	0.0
1173	ADCY1	AKAP13	EGFR(A)	CooccurringMutuallyExclusiveMutuallyExclusive	93	24.928886484204	0.08333333333333333	99.715545936816	0	0	0	3.6999999999999993	26.950147550490815	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	1.6611101006876293e-06	0	139	0.0
1197	EGFR(A)	RIMBP2	RB1	CooccurringMutuallyExclusiveMutuallyExclusive	97	21.42119235920452	0.07848699763593381	107.1059617960226	0	0	0	3.9333333333333336	27.230329270175236	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	5.8561573992360025e-07	0	142	0.0
1198	SLIT3	EGFR(A)	RIMBP2	CooccurringMutuallyExclusiveMutuallyExclusive	93	22.066046602683578	0.08433048433048433	95.6195352782955	0	0	0	3.4666666666666663	27.582558253354474	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	8.8134445240996538e-06	0	137	0.0
1199	EGFR(A)	RIMBP2	PCDH17	CooccurringMutuallyExclusiveMutuallyExclusive	90	25.476001371120347	0.08333333333333333	101.90400548448139	0	0	0	3.1	32.87225983370367	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	5.4683878855821415e-05	0	135	0.0
1201	SCN5A	EGFR(A)	RIMBP2	CooccurringMutuallyExclusiveMutuallyExclusive	91	24.067038957865737	0.11616161616161615	72.20111687359721	0	0	0	3.6333333333333333	19.871867029430426	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.8905644664841217e-06	0	134	0.0
1245	FHOD3	EGFR(A)	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	92	24.275353206113284	0.14814814814814814	54.61954471375489	0	0	0	4.6000000000000005	11.873814068207583	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	2.4934122845250855e-09	0	136	0.0
1249	FHOD3	CDKN2A(D)	ADCY1	CooccurringMutuallyExclusiveMutuallyExclusive	124	24.275353206113284	0.15181115181115182	54.61954471375489	0	0	0	4.6000000000000005	11.873814068207583	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	5.3398933864301981e-09	0	183	0.0
1275	PTEN	WDFY3	TMPRSS6	CooccurringMutuallyExclusiveMutuallyExclusive	58	22.29507155379996	0.06060606060606061	122.62289354589979	0	0	0	2.8333333333333335	43.27866831031757	MutuallyExclusive	MutuallyExclusive	Cooccurring	False	False	False	3	0.00027865580292413234	0	87	0.0
1283	C12orf35	EGFR(A)	EVPL	CooccurringMutuallyExclusiveMutuallyExclusive	92	22.969989915966252	0.12618724559023067	63.16747226890719	0	0	0	4.2	15.039874349739806	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	4.1935212239977986e-08	0	136	0.0
1285	C12orf35	CDKN2A(D)	EVPL	CooccurringMutuallyExclusiveMutuallyExclusive	125	22.969989915966252	0.12485510846166585	63.16747226890719	0	0	0	4.433333333333334	14.248302015542974	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.9192265018562687e-08	0	185	0.0
1303	UBASH3A	CYP4F22	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	CooccurringMutuallyExclusiveMutuallyExclusive	42	19.743710961767867	0.1111111111111111	59.2311328853036	0	0	0	3.3666666666666667	17.59340580751592	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	2.2368856238495234e-06	0	62	0.0
1304	SEMG1	CYP4F22	QKI(D),UTRN(D),ARID1B,TMEM242,ZDHHC14(D),PLG(D),RPS6KA2(D),SYNE1(D),PARK2(D)	CooccurringMutuallyExclusiveMutuallyExclusive	43	20.458045816083388	0.09999999999999999	68.1934860536113	0	0	0	3.3333333333333335	20.458045816083388	Cooccurring	MutuallyExclusive	MutuallyExclusive	False	False	False	3	3.3056343738811915e-06	0	63	0.0
1309	MDN1	CDKN2A(D)	PLEC	CooccurringMutuallyExclusiveMutuallyExclusive	126	24.795773435385076	0.10169972526643119	92.98415038269404	0	0	0	3.8333333333333335	24.256734882441922	MutuallyExclusive	Cooccurring	MutuallyExclusive	False	False	False	3	1.6232160714628653e-06	1	185	0.005405405405405406
